Quarter,GDP252,GDP253,GDP254,GDP255,GDP256,GDP257,GDP258,GDP259,GDP260,GDP261,GDP266,GDP267,GDP268,GDP269,GDP271,GDP272,GDP274,GDP275,GDP276,GDP277,GDP278,GDP279,GDP280,GDP281,GDP282,GDP284,GDP285,GDP286,GDP287,GDP288,GDP289,GDP290,GDP291,GDP292,IPS11,IPS299,IPS12,IPS13,IPS18,IPS25,IPS32,IPS34,IPS38,IPS43,IPS307,IPS306,CES275,CES277,CES278,CES003,CES006,CES011,CES015,CES017,CES033,CES046,CES048,CES049,CES053,CES088,CES140
105,0.009065,0.0113,0.007855,0.0092486,0.01751,0.012693,0.01414,-0.00061081,0.022947,0.0079196,0.02418,0.020519,0.0076766,0.013298,0.0088351,-0.0062949,-0.0025057,-0.00061584,-0.0051066,-0.0011604,-0.0016518,-0.0014681,-0.0050641,0.00080946,-0.0028854,0.0070468,0.028066,-0.008664,-0.013537,-0.0040223,-0.0063195,-0.003823,-0.0038388,-0.0060075,0.0025689,-0.00036671,-0.0015912,-0.0086921,0.0010521,-0.0032643,-0.00057392,-0.0041779,0.0026715,0.0021347,-0.020662,0.025376,-0.0054828,-0.010582,-0.0033283,-0.0012128,-0.0020603,0.019719,-0.0065877,-0.0069323,-0.0060251,0.0099187,0.0095302,0.0040966,0.013047,0.011788,0.0065393
106,0.018708,0.063704,0.0061502,0.015497,-0.011088,-0.0082421,-0.015271,-0.020993,-0.012338,0.012662,0.033052,0.019166,0.01598,0.015077,0.014233,-0.00031296,-0.0042447,-0.0036698,0.0014271,0.0026537,0.002808,0.0021886,0.0029648,0.0018863,0.0044296,-0.0065547,-0.0048674,-0.00091284,-0.0011466,-0.00083943,-0.00045913,-0.00046212,-0.00046538,-0.00045766,0.001465,0.0020414,0.0040725,0.0066982,0.0030187,-0.004488,-0.0051802,-0.0047211,0.0030328,-5.76E-05,-8.88E-16,-0.015073,-0.0010444,0.0042583,-0.0018328,-0.0034631,-0.025363,0.0093011,-0.0058047,-0.0079212,-0.0023612,0.0088614,0.0053914,0.0028956,0.0070127,0.012336,0.0095691
107,0.0022936,-0.038053,0.0077462,0.0088632,0.038482,0.018797,0.017052,0.012607,0.019669,0.023537,-0.00057559,0.011543,0.0041547,0.0090674,0.0083161,0.001115,0.0040351,0.0045708,-0.0014406,0.0026253,0.002192,0.0013383,0.0001271,0.0017848,0.0049669,0.0089108,0.020499,0.006071,0.011421,0.0014696,0.0011185,0.0025299,0.0023935,0.0012575,0.0081748,0.0090574,0.01109,0.01401,0.010084,0.0020684,0.0035714,0.0048955,0.002289,0.0054606,0.032819,0.0066301,0.00029418,-0.0022773,0.0010127,-0.00079326,-0.02397,0.010994,-0.0028585,-0.0039843,-0.0010348,0.0080627,0.0047464,0.003353,0.0054165,0.014661,0.0029029
108,0.008311,0.020773,0.012827,0.0024037,-0.002188,0.0015835,-0.013889,-0.025376,-0.007024,0.041834,-0.0051953,0.024511,0.010312,0.0070672,0.0087212,-0.00088447,-0.0023794,-0.010422,0.0059925,-0.0022036,-0.0018895,-0.0029149,-0.0012656,-0.0034047,0.00032952,-0.0035185,-0.017603,-0.0075874,-0.012262,-0.0038674,-0.0007455,-0.0023167,-0.0021825,-0.0011693,0.0070277,0.0057354,0.013003,0.031399,0.006251,-0.0041411,0.0043606,0.012049,0.014189,0.011059,-0.0034375,-0.026276,-0.0029935,-0.0039621,-0.0014485,-0.0017587,-0.035644,0.0062671,-0.0023569,-0.0038778,9.86E-05,0.0059693,0.0026721,-0.0017359,0.0047945,0.012675,0.0041296
109,0.010493,0.034266,0.010927,0.0041527,-0.022554,-0.0025745,-0.025358,-0.09913,0.013999,0.053942,0.031336,0.012183,0.0073906,0.0071765,0.0023654,-0.00030761,0.0048431,-0.015159,-0.0039435,0.0024809,0.0031981,0.0052536,0.0010597,0.0072065,-0.0024319,0.001522,-0.033232,0.00043885,0.0022743,-0.0010839,-0.00031008,-0.0035457,-0.0036987,-0.00016542,-0.0007727,-0.0044408,0.0045378,0.00072318,0.0058704,-0.015211,-0.012385,-0.0082191,0.0043379,-0.0002268,-0.0039362,0.0080318,0.00031679,0.0093195,-0.0038566,-0.0057516,-0.097373,0.0044042,-0.0044271,-0.0063221,-0.0013812,0.0062549,0.0051942,-0.00062215,0.0091077,0.013885,0.0020882
110,0.017195,0.085228,0.0020266,0.0085701,-0.031867,-0.0055677,-0.014919,-0.036238,-0.0039364,0.015304,0.037252,0.0096705,0.014001,0.010433,0.01003,0.0016577,0.0031417,0.022307,-0.0020479,0.0014213,0.0009653,-4.74E-05,-0.00079263,0.00046822,0.0032364,-0.00023422,0.037953,0.0030768,0.0018491,0.0046384,0.0016609,0.0050445,0.0053399,0.0015182,0.0061649,0.0051103,0.008871,0.025949,0.0026454,7.26E-05,0.0013902,0.0044208,0.0097714,0.0060491,0.03295,0.00059239,-0.00033941,-0.00089133,0.00069008,-0.0051963,-0.061943,0.0014188,-0.0048469,-0.0071063,-0.0012348,0.0080061,0.0079007,0.0028978,0.010167,0.013263,0.0030747
111,0.0064511,-0.015588,0.0094992,0.010376,0.0014707,0.0065587,0.01028,0.0060118,0.012063,-0.0018346,-0.015338,0.0029568,0.0058534,0.0029834,0.00358,0.00051458,-0.0026983,-0.0012819,0.00086968,-0.00028516,-0.001881,-0.0020768,0.0008945,-0.0036491,-0.0010555,0.012594,0.005232,0.0030283,0.00042259,0.0049615,0.00023528,0.00050656,-5.32E-05,0.00065567,0.010597,0.010092,0.012336,0.021727,0.0087396,0.0044934,0.012597,0.01417,0.018248,0.012602,-0.0036815,-0.0017782,0.0032382,0.0082529,0.0010302,-0.00038758,-0.034052,0.0063932,-0.0010866,-0.0041013,0.0037,0.0085526,0.0042848,-0.00028333,0.0059661,0.010528,0.0099721
112,0.00031363,-0.065761,0.0040029,0.015365,0.030396,-0.020009,-0.027812,-0.023408,-0.029508,-0.0026267,0.006109,-0.00029529,-0.0016909,0.0057844,0.0068133,0.00064152,0.0029929,0.016491,-0.0034075,-0.0038308,-0.0037565,-0.0048885,-0.0053447,-0.004912,-0.0013159,-0.0043352,0.013815,0.0015154,0.0046542,-0.0013519,0.00078358,0.0021461,0.0022948,0.00077972,0.01304,0.012562,0.0078439,0.020037,0.0032051,0.025276,0.013907,0.020175,0.0092324,0.014861,-0.011844,0.020012,-0.0039168,-0.019668,0.0013625,0.002667,-0.014308,0.011804,0.00083891,-0.00012454,0.0023608,0.0070423,0.0037916,0.0046446,0.0030038,0.010471,0.0029371
113,0.013703,0.041708,0.0089483,0.0093509,0.0012212,0.017827,0.023619,0.011833,0.029508,0.0043304,0.014081,0.00073806,0.013599,0.010236,0.01166,-0.0022499,-0.00076811,-0.009733,0.001209,-0.0021211,-0.0018078,-0.0014238,0.0041037,-0.0039494,-0.0027407,0.0087638,-0.00033328,-0.0040935,-0.0050948,-0.0031831,-0.0023942,-0.00282,-0.0026896,-0.0022524,0.015042,0.012306,0.010425,-0.0040001,0.015956,0.020862,0.019261,0.020514,0.020901,0.016263,0.033825,0.030999,0.0022495,0.012961,-0.0013965,0.0041013,0.0078652,0.0089101,0.0025315,0.0014002,0.0043137,0.0089019,0.0083886,0.0045228,0.0097684,0.011043,0.0039028
114,0.011074,0.04083,0.0016954,0.0092642,0.0010166,0.02102,0.031705,0.040754,0.027205,-0.0030162,0.0013435,0.0020637,0.012368,0.0076853,0.0089591,0.0021521,-0.00015661,-0.00050337,0.0033496,-2.77E-06,0.00067247,0.00040529,0.001191,-1.86E-05,0.00081404,-0.009703,-0.015377,0.00053608,0.0011195,0.00020358,0.0022968,0.0011733,0.0011767,0.0020145,0.016178,0.01647,0.012058,0.002279,0.015665,0.027044,0.019168,0.020903,0.01951,0.017276,0.018425,0.015583,-2.33E-05,-0.0071692,0.0033941,0.005759,0.011683,0.0046544,0.0058758,0.0049937,0.0072618,0.0075103,0.006854,0.0052277,0.0069794,0.0068793,0.0023733
115,0.0024442,-0.029343,0.0053499,0.0088796,0.075138,0,-0.0020374,0.018914,-0.012919,0.0049784,0.014926,0.012584,0.0047854,0.016401,0.017532,-0.00073198,-0.0038978,-0.0028991,-0.00043038,0.0055136,0.006142,0.0089346,0.0044645,0.011271,0.00036111,0.013193,0.0054086,-0.0042866,-0.0022475,-0.0062099,-0.00059871,-0.0011396,-0.0010082,-0.00073208,0.022247,0.025018,0.017594,0.038915,0.0095815,0.047,0.026655,0.043384,0.014505,0.027562,-0.019906,0.023625,0.0028427,0.0054653,-5.11E-05,0.008626,0.012791,0.011962,0.0075122,0.0087485,0.0055689,0.0094568,0.0084942,0.007652,0.0087405,0.0041464,0.0086669
116,0.016494,0.049344,0.0089461,0.012804,-0.058013,-0.0013617,0.0074501,-0.038787,0.030557,-0.021932,-0.027446,0.012141,0.014367,0,0.0060718,0.0014307,-0.0061301,-0.0019085,0.0030614,0.00027653,0.00092976,0.0012426,0.0059542,-0.0012682,0.0002083,-0.00497,-0.0016693,0.0076135,0.011142,0.004678,0.001567,0.0018218,0.0018247,0.0014309,0.010659,0.012231,0.0094838,-0.0062328,0.015277,0.017039,0.0064231,0.0082576,0.0021176,0.0065301,0.056249,0.020769,-0.0019534,0.0040153,-0.0013931,0.0017275,-0.0087823,-0.0010992,0.0026974,0.0017773,0.0041444,0.0089908,0.006627,0.0057386,0.0060018,0.0044898,0.0054939
117,0.0071781,0.0003882,0.010245,0.0069286,0.024079,0.01928,0.02444,0.020687,0.026027,0.007983,-0.010203,0.012421,0.011841,0.0086983,0.012034,0.001661,0.0076047,0.0058022,-0.00093396,-0.0017911,-0.002929,-0.00426,-0.0059072,-0.0033328,-8.08E-05,0.0089164,0.003836,-0.00092686,-0.0042512,0.0017657,0.0012607,0.00098207,0.00098198,0.0015284,0.0065464,0.0090061,0.00524,0.030782,-0.004227,0.026746,0.011583,0.018558,0.005601,0.01106,-0.033441,-0.00727,0.0043591,-0.0022436,0.0036347,0.0065181,-0.0049772,0.016617,0.0042002,0.0057392,0.0017778,0.0086311,0.0095395,0.010691,0.010093,0.0029307,0.0047206
118,0.0083099,-0.012891,0.010823,0.01212,0.0064146,0.0038117,0.0050356,-0.013587,0.014141,0.00052994,-0.0074445,0.0035408,0.004929,0.0061035,0.0048025,0.0017429,0.0015413,0.0021093,-0.00016438,-0.0021938,-0.0013462,-0.00091634,4.90E-05,-0.0011345,-0.0027466,-0.008481,-0.028545,-0.0035336,-0.0060776,-0.0014825,0.0021449,-0.00048552,-0.00048949,0.0018774,0.0035823,0.0033565,0.0014605,-0.0070111,0.0045453,0.0085559,0.0071848,0.0085588,0.0053534,0.0034408,0.043203,-0.0075926,-0.0025825,0.0015271,-0.0030586,0.0014907,-0.012234,0.0058368,0.00091237,0.0031608,-0.0026438,0.0085858,0.0082579,0.0086363,0.0085865,0.0022052,0.0042618
119,0.011607,0.027532,0.011246,0.0079509,0.01309,0.010031,0.010428,-0.0025977,0.016656,0.0087037,0.029541,0.010967,0.012646,0.013415,0.013555,-0.0036434,-0.00023736,-0.0045425,-0.0011782,0.0065447,0.004966,0.0060017,0.00076035,0.0082959,0.0031698,-0.014342,0.019201,-2.63E-05,0.0013682,-0.0011708,-0.004049,-0.00034333,-0.00047674,-0.0036443,0.0084166,0.0096798,0.0087625,0.03777,-0.0021505,0.014859,0.0058543,0.017047,0.0068309,0.011052,-0.0095428,0.0013079,0.0017928,-0.0037733,0.0038962,0.0032938,-0.01896,0.000253,0.0048828,0.0058696,0.0033156,0.0094743,0.0046669,0.0075344,0.0019145,0.0028135,0.0090717
120,0.0037906,-0.0061385,0.0029598,0.0066016,0.037719,0.0099317,0.01693,0.016068,0.017182,-0.0064546,-0.020724,0.0051608,0.0055536,0.0071497,0.0099759,0.0023887,-0.0009097,0.0044146,0.0014489,-0.0047776,-0.0047101,-0.0058587,-0.0022318,-0.0076214,-0.002297,0.012014,0.0073925,0.0077636,0.014227,0.0028319,0.002526,0.0021057,0.0019818,0.0025182,0.0051445,0.0046444,0.0044618,0.021656,-0.0023948,0.008656,0.0023526,-0.00058301,0.006571,0.0045358,-0.0017528,-0.001924,-0.0016113,0.0062344,-0.0026987,0.0024252,-0.0085325,0.0009482,0.0032912,0.0031024,0.0035915,0.0089893,0.0080033,0.01154,0.0076958,0.0021432,0.0048048
121,0.0046458,0.014139,0.00093991,0.0047092,-0.011856,0.0013044,0.014137,-0.01135,0.02601,-0.030185,0.022245,0.0099669,0.0087658,0.0042075,0.00622,-0.00074435,-0.0045592,0.010135,-0.0028646,0.00060866,0.0010459,-0.00040641,0.0032926,-0.0020637,0.0050177,-0.0087834,-0.0051372,-0.0063657,-0.013878,-0.00063712,-0.00061848,-0.00049978,-0.00024398,-0.00087471,-0.0039939,-0.0039994,-0.0070077,-0.025864,0.00051937,-0.00071352,-0.0045567,-0.014243,-0.0019596,-0.0079387,0.011686,-0.019093,-0.0015751,-0.0029774,-0.0032858,-6.92E-05,-0.0015638,0.0040985,-0.0011821,-0.0028611,0.0014807,0.006061,0.0061792,0.0021447,0.0085187,0.0022912,0.0041108
122,0.0095143,0.022325,0.010015,0.0059617,-0.01181,0.017353,0.028299,0.03458,0.02535,-0.010956,0.0094349,0.0090498,0.011755,0.0060624,0.0074412,-0.0023701,0.0018314,-0.021101,-0.00010189,-0.0016153,-0.001952,0.00076457,-0.0040134,0.0030034,-0.0088214,-0.0073405,-0.028061,-0.00098319,0.0030627,-0.0039897,-0.002505,-0.0045162,-0.0047818,-0.0022437,-0.0057201,-0.0066086,-0.015101,-0.023899,-0.01165,0.0072305,-0.0064352,-0.0099577,-0.0098922,-0.0072446,-0.017051,0.0056764,0.0026752,-0.001873,0.0038408,-0.0023005,-0.00035346,0.0048961,-0.0044826,-0.0072646,-9.55E-05,0.003883,0.0032377,-0.00072491,0.0035796,0.0026411,0.0054487
123,0.0045806,-0.032623,0.0093897,0.010558,-0.010426,-0.016609,-0.014773,-0.006043,-0.018888,-0.021153,-0.0049734,0.013288,0.0015292,0.0024434,0.0036303,-0.00068147,0.00037697,0.0044682,0.00073591,0.00061237,0.0011503,0.00056115,-5.83E-05,0.00084605,0.0028354,0.0033062,0.022688,0.00063817,-0.0069544,0.0063994,-0.00068313,0.001344,0.0016,-0.00080912,0.00618,0.0060557,0.014046,0.00092097,0.018814,0.0010624,0.002476,-0.004341,-0.0018026,0.001564,0.049844,-0.015976,-7.62E-05,0.0045159,-0.0016575,-0.0016663,0.016528,0.003126,-0.0037944,-0.0062473,4.77E-05,0.0065052,-0.00073828,-0.0014135,-0.0041969,0.0015205,0.0045149
124,0.0081076,0.04461,0.0026292,0.0027968,0.010048,0.01239,0.013142,0.02172,0.0092332,0.010076,0.015022,0.015769,0.011875,0.0097144,0.011088,0.0054455,0.0012345,0.016577,0.0016743,0.00060343,0.00028933,-0.00040923,0.0007625,-0.00094953,0.0021129,0.0038411,0.0096038,0.0088241,0.015245,0.0039497,0.0054576,0.006024,0.0059108,0.0054455,0.0098365,0.0081701,0.00052784,0,0.00083242,0.024647,0.0047799,0.0044157,0.011588,0.011229,-0.063384,0.016795,0.0055291,0.0011148,0.0091062,0.0017773,0.008557,0.013023,-0.0018092,-0.0045653,0.002479,0.0081164,0.006581,0.00029675,0.0089759,0.0020743,0.0084018
125,0.003253,-0.033744,0.0020984,0.012766,0.00018863,-0.02343,-0.017492,-0.0049361,-0.023506,-0.039187,0.0012271,0.0019869,-0.00096134,0.0025557,0.0027529,-0.0003885,-0.0053651,-0.0153,0.0029661,-0.0026295,-0.0022342,-0.0016506,-0.0012894,-0.001792,-0.0042029,0.0026223,-0.032443,-0.0055555,-0.0052769,-0.0060763,-0.00038968,-0.0040875,-0.0039741,-0.00051146,0.0061726,0.0078771,0.007928,0.019824,0.0035202,0.014513,0.0080178,0.018497,-0.0027502,0.0066082,0.03293,-0.033514,-0.0063084,-0.0095848,-0.0048857,-0.0052856,0.0075561,-0.015586,-0.0027481,-0.0023982,-0.0032908,0.0058017,-0.00041096,-0.0015732,-0.0015097,0.003179,0.016523
126,0.0040865,-0.010675,0.0031393,0.0079649,-0.023858,-0.010782,0.0064149,-0.0037181,0.011176,-0.058437,-0.0088866,0.0065946,0.0020589,-0.00085118,-0.00082508,-0.0028113,0.0010525,0.010991,-0.003574,0.0035165,0.0030221,0.0040981,0.0011616,0.0053383,0.00064947,0.0055943,0.046409,0.00017022,-0.0021523,0.0022306,-0.0026956,0.0017348,0.0016143,-0.0025654,0.0018986,0.0025818,0.0033103,-0.01569,0.010096,0.0057692,0.0045674,0.0050455,0.0017153,0.001534,0.018893,0.035307,-0.00064128,0.0012304,-0.0019577,-0.01036,-0.00092916,-0.017296,-0.008592,-0.010833,-0.0051247,0.0011563,-0.0023516,2.53E-05,-0.0037375,0.0020132,-0.0014056
127,-0.0071978,-0.029365,-0.010635,-0.00041042,-0.065041,-0.028943,-0.01937,-0.046085,-0.0064826,-0.057014,0.0088866,0.010982,-0.0023337,-0.01185,-0.0037213,-0.001044,0.0027723,0.0033785,-0.0018595,-0.0016864,-3.93E-05,0.00080302,-0.0022044,0.0023101,-0.0029399,0.0053445,0.025639,0.0052692,0.01031,0.0015179,-0.0010484,0.0011987,0.0013208,-0.001167,-0.016713,-0.01909,-0.018609,-0.073513,0.00011725,-0.021319,-0.014433,-0.028333,-0.0046525,-0.017357,-0.023184,-0.043081,-0.0003401,0.00072054,-0.00037975,-0.014306,-0.002008,-0.027696,-0.010706,-0.014576,-0.004765,-0.0007565,-0.0025932,-0.0042516,-0.0039701,-0.0023659,-0.0016785
128,-0.0042583,-0.029644,-0.00079229,-0.00095831,-0.041888,-0.034861,-0.026208,-0.021869,-0.02823,-0.061326,0.007592,0.0012994,-0.0042697,-0.0076408,-0.0070672,0.0038924,0.0061614,-0.023347,0.0025215,0.003356,0.00099195,0.00087778,0.0028835,9.31E-05,0.0010573,-0.010543,-0.085079,-0.0058788,-0.0036779,-0.0075929,0.0036579,-0.0042943,-0.0045432,0.0038924,-0.01681,-0.013508,-0.0095256,-0.041231,0.00089849,-0.020136,-0.022231,-0.038162,-0.02011,-0.023004,0.0095103,0.023581,-0.00090518,0.0029143,-0.0018873,-0.017462,0.00014706,-0.032873,-0.013662,-0.018612,-0.0061461,-0.00070658,-0.0070323,-0.0072266,-0.0079494,-0.0013617,0.0014981
129,0.0087807,0.0050695,0.0078948,0.0098134,-0.0047404,-0.00142,-0.0095445,-0.027436,-0.0013389,0.023398,0.0029514,0.003888,0.0068776,0.005772,0.0044401,-0.0053471,-0.0071376,0.0047404,-0.0046879,-0.0089217,-0.0073404,-0.010257,-0.0073295,-0.011839,0.0017081,-0.0095313,0.0034103,-0.0067289,-0.011891,-0.0031749,-0.005118,-0.0039578,-0.0037274,-0.0053471,0.007027,0.0081455,0.013637,0.037524,0.0059176,0.0088374,0.0054476,0.0078426,0.0027048,0.0050838,0.03712,0.010544,0.00024815,-0.0068862,0.0026698,-0.012736,-0.013919,-0.024517,-0.0093302,-0.011583,-0.0059399,-0.0021695,-0.0074563,-0.0047055,-0.0094036,-0.0054653,0.001802
130,0.0043616,0.015853,0.00052411,0.0041957,0.024535,0.0032428,-0.0096365,-0.06715,0.015949,0.040525,-0.018458,0.0058038,0.0020541,0.0051665,0.0042827,0.00055037,0.0018806,-0.00069969,0.0025123,0.0014312,-0.00030918,-0.0010376,-0.0018536,-0.00042814,0.0016852,-0.0010233,0.015276,0.0048806,0.0061063,0.0042576,0.00031337,0.0023388,0.0021064,0.00055037,0.010747,0.011247,0.01528,0.043364,0.0058828,0.011817,0.016732,0.029118,0.017943,0.017215,0.0017396,0.0051331,-3.91E-05,-0.00024566,0.00051454,-0.0060144,-0.022977,-0.014736,-0.003012,-0.0063335,0.0019514,0.0014663,-0.0011532,-0.0017236,-0.0017525,-0.0046793,0.0029483
131,-0.00098322,-0.016662,-0.0070988,0.0057909,0.037233,0.0018195,-0.0052957,-0.020528,0.0010543,0.021648,-0.019615,0.0073035,-0.00013681,0.0037148,0.0059103,-0.0018058,-0.0017025,0.0025191,0.00065712,-0.0037876,-0.0028915,-0.00066792,-0.0095772,0.0030881,-0.0097239,0.0089057,0.022069,-0.0022868,-0.001172,-0.0030317,-0.0018081,-0.00038939,-0.00027172,-0.0018058,0.0016044,0.0010079,0.0031668,0.015934,-0.0013515,-0.00011517,0.0029751,0.0089747,0.0051138,0.0040197,-0.00091086,-0.014091,-0.0014429,0.0012181,-0.003638,-0.0068712,-0.028162,-0.016172,-0.0034927,-0.0076601,0.002677,0.0019025,-0.0027161,-0.0022877,-0.0032049,-0.0022968,0.0027427
132,0.016446,0.038325,0.016616,0.01188,-0.022381,0.010448,-0.0044346,-0.012275,-0.0010543,0.049817,0.0005401,0.013064,0.014668,0.0093684,0.010226,0.0016081,-0.0017863,-0.0025354,0.0012624,0.00050355,0.0014406,0.0020718,0.0095745,-0.0012569,0.00025135,-0.0036666,-0.014739,0.0026955,0.0049718,0.00085612,0.0018465,0.00031438,0.00043132,0.0013749,-0.0052354,-0.0082767,-0.0084818,-0.014513,-0.0063185,-0.0022486,0.0040381,0.011989,0.0036317,0.001353,-0.038724,-0.0020236,-0.0014224,0.0016957,-0.0029832,-0.0078058,-0.019599,-0.0060965,-0.007854,-0.011551,-0.0024333,0.0022241,-0.0017145,-0.0032505,-0.00047317,-0.0023021,0.0041267
133,0.0056517,0.0079558,-0.0012984,0.0091144,0.063552,0.038429,0.039007,0.00013722,0.0544,0.037472,-0.0007202,-0.0012609,0.0061828,0.012217,0.0094506,-0.001551,0.0021569,0.0022737,-0.0040004,0.0031841,0.0022775,-0.0018022,0.0040037,-0.0039578,0.012619,0.0020807,0.010615,-0.00042427,-0.0048506,0.0029412,-0.0015555,-0.0003843,-0.00050219,-0.0012006,0.019109,0.020746,0.021948,0.065016,0.0070524,0.030805,0.015138,0.025781,0.0092685,0.019735,0.013344,-0.0019083,0.0030549,0.0014345,0.0055689,-0.0018668,-0.017056,-0.0078001,0.00025751,-0.0011358,0.0022875,0.003647,0.00025585,-0.0046973,0.0017979,0.0027108,0.0028839
134,0.0099844,0.021416,0.0066041,0.0094229,0.01066,0.01527,0.0201,0.0087432,0.024425,0.0023232,0.011372,0.00088278,0.010397,0.009031,0.009229,-0.00071873,-0.0018764,0.0017905,0.00030287,0.0010268,0.00093107,0.0022717,0.00091454,0.0027615,-0.0022907,-0.00029753,0.0092787,-0.0017556,-0.00040733,-0.0028714,-0.00095263,8.15E-05,8.16E-05,-0.00095093,0.0085015,0.009049,0.010373,0.021182,0.0065811,0.011076,0.0056618,0.012114,0.00017605,0.0098205,-0.020561,-0.023718,-0.002533,-0.0062918,-0.002688,-0.0033358,-0.019673,-0.0041414,-0.0024789,-0.0042538,9.72E-05,0.0038374,-0.002486,-0.0069107,-0.0018291,0.0027544,0.0048766
135,0.011501,0.020411,0.01575,0.0073973,0.031688,0.030777,0.029717,0.012167,0.036611,0.033515,0.00062308,0,0.010815,0.012098,0.01099,0.00078529,0.0012157,-0.0034174,0.00053926,0.00092002,0.0010305,-0.0010462,0.003009,-0.0023863,0.0059916,-0.0023788,-0.019721,-0.003186,-0.0074882,0.00010149,0.0010181,-0.00094784,-0.00094964,0.0010164,0.010648,0.012161,0.011939,0.02223,0.0083657,0.014016,0.0088045,0.012039,0.0014776,0.0069768,0.063961,0.028918,0.00026106,0.0067493,-0.0026414,6.05E-05,-0.0067748,0.0073266,-0.0017687,-0.0028909,-0.00014584,0.0047102,0.00079922,-0.0030036,0.0014578,0.0053848,0.00031837
136,0.0036259,0.009776,-0.0013985,0.00503,0.022531,0.0054955,0.0060815,-0.02669,0.018392,0.004478,-0.031181,0.0041512,-0.0011813,0.0034104,0.0023675,0.0027127,-0.0018709,0.00066579,-0.0020235,0.0026472,0.0030776,0.004844,0.00020287,0.006531,-0.00156,0.0023794,-0.010489,0.0083341,0.012593,0.0051897,0.0026019,0.0013392,0.0013416,0.0027115,0.0085606,0.0074986,0.0068302,0.025067,0.0003423,0.01253,0.0089731,0.019612,0.0053292,0.0109,-0.0039948,-0.01319,0.0027286,-0.00098928,0.0037422,0.0048263,-0.00918,0.015633,0.0023245,0.0019842,0.0028158,0.006118,0.0046169,-0.0014,0.0060476,0.0061116,0.0028784
137,0.0088083,0.033216,0.0091186,0.0037239,0.0078218,0.022221,0.026328,-0.001381,0.036244,0.01166,-0.014425,0.0083756,0.0069367,0.0067861,0.0040642,-0.0025531,0.0059668,-0.0038267,0.0030814,-0.00175,-0.0025844,-0.0026595,0.00084487,-0.0039103,-0.002136,0.0020798,0.022177,-0.0046459,-0.0049741,-0.0044145,-0.0025578,-0.00037754,-0.00049137,-0.002668,0.00052712,-0.0014072,-0.0020774,0.0065557,-0.0051851,0.0037124,0.0046031,0.011124,0.0017119,0.0034803,-0.010511,-0.01012,0.0002253,0.00021508,0.00023827,0.00030087,-0.0088111,0.010546,-0.0022449,-0.0039385,0.0001939,0.0066283,0.0038636,0.0021812,0.0042806,0.0080745,0.0026064
138,0.010837,0.012002,0.0097856,0.011216,0,0.017533,0.010963,0.0046877,0.013479,0.03392,-0.014541,0.005091,0.0076659,0.0067404,0.0060005,-0.00081815,-0.00086535,-0.0022508,-0.0037989,-0.0010234,-0.00062058,-0.00075837,-0.0004601,-0.0007761,-0.00033498,-0.0039618,-0.016027,-0.00051028,0.0021904,-0.0024236,-0.00093276,-0.0022811,-0.0020591,-0.00081815,0.0053871,0.0050042,0.0087377,-0.0059344,0.013931,-0.0041437,0.0051168,0.012946,-0.00041898,0.0031836,0.058478,0.0063821,-0.0022152,-0.0023952,-0.00090353,0.0023287,-0.017224,0.014608,-0.00057695,-0.00043857,-0.00077583,0.0071621,0.0056635,0.0042306,0.0064173,0.0094458,0.0047549
139,0.0088983,0.026146,0.0046086,0.0075758,0.050351,0.043291,0.041009,0.018264,0.04925,0.049197,0.0025483,0.0044488,0.012221,0.013744,0.010994,0.00031664,0.0005281,0.0069719,-0.00075269,-0.0010166,-0.00071835,0.00066358,0.00056879,0.00067342,-0.0046518,0.00019624,0.0063998,-0.00038386,-0.0036896,0.0020205,0.00054333,0.00099506,0.00088374,0.00042895,0.012242,0.012532,0.0084576,0.043945,-0.0044202,0.028127,0.017777,0.030091,0.0054678,0.016468,-0.010567,0.040519,0.0032064,0.0023573,0.0027818,0.0063723,0.0067302,0.018425,0.0028219,0.0052167,-0.00063081,0.0070144,0.0059419,0.005325,0.00645,0.0099454,0.0015741
140,0.011013,0.023813,0.0096464,0.0091405,0.042172,0.012862,0.010041,-0.041785,0.027614,0.019494,-0.030044,0.0029549,0.0057373,0.011594,0.011129,0.0015404,-0.0021362,-0.0061802,0.0015036,0.0047386,0.0040606,0.0029332,-0.00070776,0.0043646,0.0071074,0.0060401,-0.0029513,0.0043254,0.0013683,0.0061266,0.0013182,0.00064731,0.00064843,0.0013158,0.011156,0.010752,0.014651,0.027697,0.0098337,0.0078858,0.014553,0.024212,0.0054726,0.012291,0.031601,-0.024819,0.00020156,0.00044523,-8.13E-05,0.0059466,0.0036624,0.011716,0.004376,0.0073912,0,0.0079519,0.008547,0.0076348,0.0086699,0.0084883,0.0046728
141,0.0071897,0.011615,0.0093104,0.0049733,0.056672,0.023781,0.019784,0.055201,0.0078956,0.033196,-0.0054544,0.010761,0.007725,0.014177,0.012264,-0.0021498,0.0025448,0.0042644,-0.00016724,-0.003241,-0.0023523,-0.0010468,-0.0019446,-0.00068596,-0.0055918,-0.0010058,0.018096,-0.0028795,0.004676,-0.0076162,-0.0019301,-2.74E-05,8.35E-05,-0.0019264,0.014698,0.013639,0.014598,0.024321,0.010851,0.015997,0.022522,0.03767,0.01505,0.022831,-0.044909,0.019314,-0.0032454,0.0016046,-0.0056292,0.0094857,-0.012762,0.024934,0.005733,0.0082627,0.0020366,0.0092547,0.0099115,0.0095597,0.011457,0.0033946,0.004755
