Quarter,GDP252,GDP253,GDP254,GDP255,GDP256,GDP257,GDP258,GDP259,GDP260,GDP261,GDP266,GDP267,GDP268,GDP269,GDP271,GDP272,GDP274,GDP275,GDP276,GDP277,GDP278,GDP279,GDP280,GDP281,GDP282,GDP284,GDP285,GDP286,GDP287,GDP288,GDP289,GDP290,GDP291,GDP292,IPS11,IPS299,IPS12,IPS13,IPS18,IPS25,IPS32,IPS34,IPS38,IPS43,IPS307,IPS306,CES275,CES277,CES278,CES003,CES006,CES011,CES015,CES017,CES033,CES046,CES048,CES049,CES053,CES088,CES140
31,0.004099,0,-0.0039827,0.013587,0.00491,-0.030667,-0.002586,-0.034378,0.016109,-0.11084,0.0081105,0.025406,0.0028835,0.0067439,0.0082964,-0.00051467,0.00020283,-0.00045392,0.0010383,0.011632,0.012435,0.0068529,0.010808,0.0049055,0.02711,0.0053071,0.0084586,-0.012628,-0.02123,-0.001878,-0.00051909,-0.00051106,-0.00051544,-0.00051519,0.013151,0.016955,0.017561,0.025313,0.014359,0.00048808,0.0037402,0.0042979,-0.0043038,0.010113,0.0072216,0.0052727,-0.0061726,-0.0040115,-0.0014229,0.0029595,-0.0015226,-0.020742,0.0075747,0.010285,0.0032738,0.011093,0.0080459,0.007099,0.0056551,0.0058101,0.0163
32,0.0059608,-0.019059,0.0077166,0.012073,-0.028148,-0.023633,-0.021461,0.010193,-0.039456,-0.030465,0.066351,0.012222,0.010027,0.0087286,0.0085107,-0.0043064,-0.0070011,-0.0055135,-0.003938,-0.0074697,-0.0081024,-0.0036097,-0.0080114,-0.0014154,-0.019358,1.13E-05,-0.0050742,0.0004917,-0.0030667,0.004261,-0.0043382,-0.0043859,-0.0044189,-0.0043101,0.0085264,0.0051798,-0.0020941,-0.058345,0.020448,-0.0024428,-0.028185,-0.040383,-0.0082426,-0.0067615,0.035161,-0.009678,0.0011154,0.0036995,-0.0038765,-0.00036377,-0.0042537,-0.0036166,0.00029661,-0.0013592,0.0029277,0.010143,0.0062711,0.0057111,0.0048406,0.010638,0.014161
33,0.01336,0.043919,0.0046479,0.012258,-0.043327,0.025362,-0.0031797,-0.028916,0.010444,0.10761,-0.014567,0.0053308,0.010492,0,0,0.0016632,0.0078677,0.0015556,0.0010649,-0.00065699,0.00031238,-0.00057055,0.00054038,-0.0010031,0.0010828,-0.01823,-0.0029531,0.0036508,0.013229,-0.0062461,0.0016751,0.0021377,0.0025865,0.0016646,0.0047153,0.0043687,0.0024676,-0.0085414,0.0063816,-0.00081559,-0.017474,-0.034659,0.0002104,-0.0057787,0.040926,0.020491,-8.98E-05,0.0026218,0.0011851,-0.008847,-0.0094444,-0.013476,-0.0079834,-0.009414,-0.0057194,0.0080351,0.0031596,0.0043678,0.0032624,0.013685,0.011035
34,0.0049261,-0.0095319,0.00069533,0.014059,0.028524,0.0094543,-0.005322,0.010563,-0.01395,0.048889,0.015771,0.0040998,0.0050647,0.010088,0.0084389,0.0028835,0.006674,0.006951,0.0010438,0.0015709,0.0016246,0.0018593,0.002203,0.0015188,0.0021539,-1.41E-06,0.0025316,0.0014533,-0.0021362,0.0031222,0.0029038,0.0033782,0.0025362,0.0028859,0.0036522,-0.0015705,0.0011942,0.0077779,-0.0015433,-0.012149,0.011998,0.0090724,0.0037797,0.004942,-0.039075,0.013008,0.0080184,0.0079649,0.0048326,0.00079501,-0.01697,0.012771,-0.00072894,-0.0023215,0.0017818,0.0098785,0.0074195,0.0047806,0.010808,0.014036,0.0090752
35,0.0061237,0.0016887,0.0055453,0.007762,0.02108,0.030746,0.020598,0.0016016,0.031117,0.056705,-0.0019715,0.01718,0.0086629,0.0085666,0.0072565,0.0015674,-0.0012004,-0.0031653,0.0015581,0.0065675,0.0061529,0.002887,0.0065556,0.00091625,0.013322,0.0068185,0.00042239,0.0034544,0.0097812,-0.0023036,0.0015778,0.0011777,0.0020433,0.0015686,0.024098,0.027899,0.037409,0.069953,0.024726,0.015082,0.029671,0.025076,0.048677,0.029872,0.057836,0.019766,-0.0048448,-0.0050092,-0.0025997,0.0057602,-0.01464,0.0073253,0.0060955,0.005155,0.0075733,0.0094313,0.0066512,0.0034787,0.010546,0.012043,0.0090221
36,0.02353,0.062145,0.021879,0.012804,0.02187,0.024177,0.030883,0.019893,0.037583,0.006055,0.017067,0.017355,0.020926,0.021657,0.02037,-0.00011506,-0.0041247,0.0033607,0.0025794,-0.0029301,-0.0027231,-0.0024674,-0.00072985,-0.0038573,-0.001387,0.0014367,0.006731,-0.0032734,-0.010539,0.0045937,0.00029424,0.00030601,-0.0005417,-0.00011525,0.011374,0.012238,0.0096536,0.02353,0.0047601,0.023001,0.018077,0.025956,0.011775,0.013985,0.030084,0.01153,0.0099159,0.0040177,0.01415,0.005168,-0.004051,-0.00060006,0.0065018,0.0087543,0.0029562,0.0085149,0.0053146,0.0042609,0.0058891,0.010747,0.010861
37,0.015385,0.018849,0.012545,0.016717,0.039613,-0.0052771,-0.017383,-0.0085777,-0.02238,0.024993,-0.0081165,0.019342,0.010031,0.016557,0.017021,0.0006948,-0.00025082,-0.00086203,-0.00013695,-8.10E-05,-9.32E-05,0.0025696,-0.00016904,0.0047253,-0.0085308,0.013552,0.00036543,-0.00014798,0.0032959,-0.0033406,-0.00012306,-0.00053019,0.00030529,0.00069527,0.0080101,0.0062717,0.0096318,0.016461,0.0073461,0.010282,0.021605,0.020315,0.035468,0.012562,0.0093549,0.0086301,-0.0059577,-0.0090757,-0.0098742,0.0086244,0.023394,0.015683,0.0071383,0.0063735,0.0083444,0.0090077,0.0089127,0.009472,0.013132,0.0086608,0.0088453
38,0.018616,0.044632,0.015463,0.013052,-0.033104,0.014546,0.012811,-0.0067031,0.024018,0.017731,-0.0085116,0.014265,0.01393,0.0068185,0.0069408,-0.0017251,0.0022614,0.00064735,-0.00065368,-0.0034378,-0.0035697,-0.0011311,-0.0049279,0.00068369,-0.0083077,-0.032765,-0.0058556,0.0013389,0.0060151,-0.0037315,-0.0013269,-0.00010646,-0.00052779,-0.0017266,0.0092647,0.0096234,0.012746,0.013979,0.012084,0.0032996,0.0050306,-0.0066031,0.029457,0.0059602,0.0069384,0.012944,-0.0045896,0.0031977,-0.0036709,0.0051273,0.0072343,0.010385,0.0040615,0.002813,0.0060252,0.010844,0.010154,0.0093729,0.011923,0.012698,0.009931
39,0.0043135,-0.0069687,-0.00021923,0.012579,0.010087,0.024174,0.029104,0.020323,0.033792,0.012381,-0.0063765,0.0085069,0.0063644,0.0043396,0.0039825,0.0042532,0.00075794,0.00062626,0.00090901,0.01596,0.016514,0.0071044,0.017156,0.0015927,0.038485,0.019104,0.0057872,0.0027432,-0.0040415,0.0095227,0.0042814,0.0039312,0.0035506,0.0042565,0.015685,0.014345,0.019639,0.042652,0.0091503,0.02249,0.013764,0.020401,0.0093851,0.017756,0.024928,0.002678,0.007317,0.0038618,0.0077909,0.0071165,-0.02487,0.023313,0.0050628,0.0054241,0.0044952,0.011036,0.010643,0.0088287,0.012157,0.014563,0.0062362
40,0.011129,0.018313,0.0096008,0.010312,0.06376,0.031222,0.029242,0.015147,0.037271,0.035402,-0.0054189,0.0082141,0.010257,0.017172,0.015512,-0.0040859,-0.0039847,-0.0026653,0.00087553,-0.011355,-0.012076,-0.0088309,-0.011274,-0.0074757,-0.020301,0.0082389,-0.0033351,-0.0079424,-0.012675,-0.0027998,-0.0037216,-0.0049758,-0.0041981,-0.0040893,0.017038,0.013741,0.01369,0.012303,0.01369,0.024244,0.022297,0.021759,0.027104,0.018543,0.035128,-0.0043759,-0.0014074,-0.0028644,-0.004802,0.009782,0.022316,0.017556,0.0080152,0.012435,0.0010273,0.010192,0.0075541,0.0062401,0.0097331,0.013257,0.0084641
41,0.0062235,-0.002947,0.0049821,0.010804,-0.0079411,0.0041659,0.010986,0.0081661,0.012121,-0.010875,-0.01621,0.0081471,0.0049589,0.0018605,0.0026055,0.0037628,0.0022228,0.0056874,0.00084061,0.00019181,0.00019468,0.0022181,0.0023234,0.0023847,-0.0041803,-0.013491,-1.69E-05,0.0089783,0.013378,0.0046283,0.0030013,0.0042559,0.0038769,0.0033802,-0.001196,-0.0030552,-0.0086528,-0.021024,-0.0037807,0.015449,0.012521,0.0050449,0.020293,0.0030293,0.0078922,0.022441,0.00070978,0.017884,-0.0013046,0.0070559,-0.0045129,0.018631,0.0052124,0.0050947,0.0053994,0.010672,0.011901,0.0086071,0.012167,0.013084,0.0061455
42,0.0047827,-0.0029557,0.0015114,0.0098025,0.022895,0.016864,0.026718,0.046351,0.016431,-0.0081809,0.00067598,0.0021906,0.0049344,0.0066164,0.0059671,0.00095752,-0.0024901,0.00051163,-0.00067658,-0.0021394,-0.002215,0.001163,-0.0027315,0.0028939,-0.010684,0.011838,0.0032366,0.0062114,0.014135,-0.0027773,0.0013554,0.0005975,0.00060008,0.0013491,0.0091332,0.012006,0.018698,0.021389,0.017463,0.015069,0.016181,0.022335,0.011348,0.010365,0.043036,0.020899,0.0016685,-0.014209,0.0062994,0.0057191,0.018863,0.0095966,0.0044182,0.0055337,0.0026425,0.0085553,0.0087024,0.0093077,0.010132,0.013206,0.005515
43,0.0078278,-0.0049456,0.0060228,0.013506,-0.054913,-0.025594,-0.0055659,-0.0073058,-0.0051987,-0.075872,-0.027286,-0.0019713,0.00025903,-0.0071476,-0.0046668,-0.0020803,0.0013911,-0.0026531,-0.00016503,0.0048265,0.0043914,0.0018644,0.0056691,-6.74E-05,0.010894,0.0091777,0.018318,-0.008258,-0.016519,0.00064244,-0.002095,-0.0013445,-0.0013541,-0.0017077,-0.0096918,-0.01257,-0.010584,-0.027559,-0.0034328,-0.0083109,-0.00059742,-0.0107,0.003104,-0.0081824,0.0035722,0.023552,-0.0033567,0.0047835,-0.0067239,-0.0056463,0.007588,0.0061661,-0.0083159,-0.012715,-0.0013436,0.0082065,0.008295,0.0085336,0.0093197,0.008612,0.0070655
44,0.0058309,-0.018009,0.010241,0.0092889,-0.032267,-0.0038197,-0.0060649,-0.0078522,-0.0044776,0.0018639,-0.019872,0.0091664,0.0025867,-0.0023939,-0.0015605,0.0013268,-0.0044649,0.0015839,0.00032071,-0.005567,-0.0054524,-0.0016035,-0.0089799,0.0028006,-0.015674,-0.023818,-0.015416,0.01183,0.019208,0.0047325,0.0013342,0.0017307,0.0017402,0.00094784,-0.018206,-0.018786,-0.012742,-0.059196,0.006147,-0.02086,-0.03342,-0.066971,-0.0059867,-0.029523,0.015261,0.0087292,-0.0022229,-0.0028719,-0.0022609,-0.0071434,-0.010112,-0.0042578,-0.0075874,-0.012372,-9.27E-05,0.0066996,0.0054684,0.006685,0.0051269,0.011019,0.0069893
45,0.0046955,0.010545,0.0021204,0.0054747,0.0036371,-0.022055,-0.0056312,-0.010234,-0.0029963,-0.068893,-0.031909,0.0054165,-0.00181,0.00053248,0.0020801,0.00054201,0.0018063,-0.0018829,-0.0006444,0.01399,0.01504,0.0066085,0.020634,-0.0018906,0.037564,0.020652,0.0014461,-0.010703,-0.020159,-0.0013996,0.00054419,-0.00057862,-0.00095825,0.00054227,0.00024385,-0.00065698,0.010922,0.017846,0.0080986,-0.0004486,-0.014079,-0.028224,-0.0053259,-0.0078887,0.017479,-0.004738,0.0026569,-0.0019733,0.0030033,-0.01599,-0.0058955,-0.0069236,-0.017913,-0.02189,-0.011753,0.0044439,0.000708,0.0012985,0.00098465,0.0074053,0.011182
46,0.0087792,0.0024944,0.0065449,0.012281,0.0168,0.017452,0.0051631,0.0036436,0.0059836,0.051991,-0.014735,0.022223,0.0087607,0.0090091,0.0085349,-0.0063293,0.0039821,-0.0041842,-0.00015286,-0.0245,-0.025608,-0.011401,-0.028457,-0.0014885,-0.063375,-0.021709,0.012415,0.00016856,0.0040269,-0.0039619,-0.0063696,-0.00461,-0.0038887,-0.0066958,-0.010047,-0.013481,-0.0068375,-0.014569,-0.0036891,-0.015981,0.0065584,0.0031756,0.0045173,-0.0070746,0.021128,0.00096981,-0.00029561,0.0072036,0.0018614,-0.012607,0.0087481,-0.0024713,-0.015217,-0.021508,-0.0055983,0.0019043,0.0029681,0.0023583,0.0021628,0.00453,0.0028613
47,-0.0030092,-0.07499,0.0079648,0.0079164,-0.060079,0.00076864,-0.038173,-0.011305,-0.054399,0.10016,-0.0053333,0.005059,-0.0020544,-0.010607,-0.011136,0.0045887,0.010179,0.0019567,0.0026312,0.015033,0.014954,0.0077386,0.013826,0.0042993,0.034671,0.0056519,-0.014319,-0.002382,-0.0055601,0.00013778,0.0046164,0.0039302,0.0032114,0.0053157,-0.020318,-0.023931,-0.01086,-0.05012,0.0042734,-0.048099,-0.023783,-0.058764,0.0013858,-0.025837,0.0025309,0.023496,-0.0049132,-0.012347,-0.011351,-0.027421,0.0049726,0.0041154,-0.035138,-0.051046,-0.011482,0.0039133,-0.00075298,-0.0014904,0.0032978,0.0077851,0.0083272
48,0.019265,0.10686,0.0033347,0.0084128,0.12236,0.022037,0.0091988,-0.0026787,0.0164,0.051957,-0.039703,0.0046151,0.012518,0.02657,0.028243,0.0023091,-0.0028158,-0.00608,-0.0015882,0.0053083,0.0054935,0.00028406,0.0046881,-0.0025486,0.01863,0.025359,0.015352,0.013495,0.025993,0.0030986,0.0019681,0.0012653,0.0016434,0.0019487,0.016535,0.018923,0.041102,0.12756,0.0069853,-0.015103,0.023315,0.051892,-0.0034103,0.023292,0.0099907,0.023298,0.01351,0.0064251,0.025959,0.0016112,-0.016488,-0.00063907,0.0027919,0.008377,-0.0054071,0.0047975,0.0041109,-0.0038188,0.0090529,0.0087442,0.0050563
49,0.0090958,0.02243,0.0037383,0.010279,0.030105,0.040506,0.014354,-0.002854,0.024485,0.096271,-0.014468,0.006675,0.0068311,0.0098167,0.0060576,-0.0016057,-0.0074713,0.0066224,0.00027519,-0.0027005,-0.0027805,-0.0013283,0.0017688,-0.0029923,-0.0064248,-0.026511,-0.021851,-0.0091991,-0.015894,-0.003745,-0.001258,-0.00091452,-0.0012778,-0.001607,0.0052601,0.0033417,0.0129,0.027605,0.006764,-0.013692,0.015221,0.012941,0.031237,0.0092715,0.021253,-0.010375,-0.0068331,0.0014404,-0.015348,0.0025664,-0.0036084,0.026495,-0.002656,-0.0039679,-0.00071996,0.005669,0.0046543,0.0010856,0.0080187,0.0098614,0.0067023
50,0.0079576,0.026084,0,0.0093536,0.013293,0.018946,0.0042664,-0.0037056,0.0090294,0.047954,-0.0046056,0.0024917,0.0087863,0.0069169,0.0070211,-0.003262,-0.010181,-0.0010808,0.00070586,-0.0033821,-0.0026651,-0.0037706,-0.00050003,-0.0053271,-0.0016998,-0.0070432,0.009013,-0.0043123,-0.0053551,-0.0039767,-0.0032834,-0.0026309,-0.0022874,-0.0032644,0.015051,0.01375,0.016007,0.021723,0.01362,0.020308,-0.015221,-0.041568,0.026636,0.0044304,0.010022,0.010862,-0.0029639,-0.0037641,-0.0021301,0.00029333,-0.008882,0.013077,-0.0022933,-0.0035584,-0.00043222,0.0050152,0.0044004,0.0041457,0.0097237,0.0090383,0.0050485
51,0.016508,0.043632,0.0082577,0.015757,-0.031173,0.027246,0.021526,-0.0028728,0.036047,0.038164,-0.031485,0.012776,0.012173,0.0038221,0.0032431,-0.0021429,-0.0032856,-0.0023543,-0.0045898,-0.0027463,-0.0028446,-0.0027732,-0.0046836,-0.0022242,-0.0033253,0.010955,0.0023326,0.00059155,0.0073045,-0.0042362,-0.0021568,-0.0025473,-0.0025641,-0.0021444,0.023621,0.021405,0.023164,0.021688,0.02398,0.034614,0.021642,0.047225,0.024773,0.029634,0.011922,0.0049028,-0.0036925,-0.0060575,-0.001104,0.0037747,-0.05383,0.021278,0.0019244,0.0024824,0.0011042,0.0069647,0.0049823,0.0093981,0.0068075,0.0096776,0.0084762
52,0.013167,0.023919,0.0063531,0.015778,0.067961,0.043492,0.03279,0.025893,0.036884,0.064464,0.0042105,0.0032706,0.013489,0.019643,0.017774,0.0083603,0.014816,0.0041532,0.001647,0.0033091,0.0036734,0.0057706,0.0021839,0.0083625,-0.00064636,0.022945,0.0022295,0.018595,0.027353,0.011194,0.0087484,0.0071408,0.0075289,0.0083659,0.03251,0.029436,0.025815,0.036178,0.021519,0.051029,0.054849,0.061376,0.037304,0.04,0.031393,0.038939,0.012561,0.0071984,0.013844,0.01203,0.065156,0.0071924,0.011527,0.01618,0.0046435,0.010971,0.012451,0.013239,0.022053,0.007443,0.011091
53,0.018801,0.0242,0.024219,0.012131,0.05943,0.017659,0.016441,0.0057552,0.02272,0.019507,0.015734,-0.0022474,0.016429,0.022927,0.022978,-0.010213,-0.0033092,-0.0068276,-0.0035731,-0.0052805,-0.0065209,-0.0047662,-0.0072921,-0.0032629,-0.010239,-0.021407,0.0085853,-0.023409,-0.041851,-0.0078693,-0.010951,-0.0083562,-0.0090972,-0.01022,0.017331,0.016209,0.010673,0.019835,0.0065499,0.032533,0.021689,0.031561,0.015694,0.020882,-0.0029076,-0.0034992,-0.0096758,-0.0065021,-0.0078704,0.011887,-0.0047826,0.011536,0.012591,0.016049,0.0074229,0.010202,0.0087738,0.010696,0.0091572,0.01031,0.0071436
54,0.015237,0.025674,0.014058,0.013021,0.013842,0.010961,0.015308,0.0018019,0.022881,0.0023341,-0.055551,0.0081483,0.0088274,0.0072851,0.0099929,0.0029426,-0.00040928,0.0054035,0.0020778,0.0040495,0.0036565,-0.00048625,0.00065618,-0.0015343,0.012457,-0.0040454,-0.0092777,0.0021388,-0.00040637,0.0041486,0.0032975,0.0026436,0.0030036,0.0029446,0.016962,0.01595,0.015502,0.02813,0.0093444,0.020228,0.0082936,0.014739,0.0044391,0.014854,-0.0085782,0.01374,-0.0010401,-0.0062138,-0.0020873,0.0062116,0.011142,0.005467,0.0060479,0.0089625,0.0016579,0.0084758,0.0061816,0.0043592,0.0079123,0.0081022,0.010103
55,0.023035,0.05256,0.016961,0.018965,0.0047839,0.045135,0.050772,0.015751,0.070633,0.034973,-0.0032493,0.014102,0.023011,0.016557,0.016203,0.002864,-0.0089235,0.0021173,-0.00051963,0.0036713,0.0048485,-0.00047727,0.006178,-0.0042275,0.013453,0.018706,0.0059694,0.007914,0.017583,0.00012838,0.0028804,0.0019015,0.0019124,0.0028658,0.031442,0.033649,0.029149,0.054439,0.01696,0.043569,0.03656,0.051867,0.02716,0.036083,0.054239,-0.0017995,0.0054361,0.015268,0.0050454,0.015619,0.0059908,0.0046027,0.01839,0.0255,0.007544,0.011144,0.011672,0.0095907,0.014249,0.0082111,0.0084888
56,0.017768,0.062038,0.010958,0.0098523,0.06199,0.041716,0.045957,0.032182,0.054296,0.033066,0.016281,0.0043912,0.021585,0.023519,0.025981,0.0014744,0.008349,0.0079191,-0.00092561,-0.0054217,-0.0050837,0.0019173,-0.0042465,0.0057446,-0.016975,0.005457,0.0071641,0.00032714,-0.0083168,0.0068749,0.0014822,0.0015064,0.0015145,0.0014753,0.024503,0.02587,0.014603,0.029043,0.007435,0.050837,0.033118,0.053876,0.015987,0.031916,0.0024697,-0.041779,-0.0019453,-0.0045897,-0.0021283,0.018975,-0.0088615,0.015493,0.020562,0.027334,0.010048,0.010857,0.012526,0.013538,0.013136,0.010299,0.0051901
57,-0.00047608,-0.013211,-0.0086414,0.010751,0.045595,0.0084883,0.039781,0.030876,0.044784,-0.052157,-0.015432,0.0017909,0.0047592,0.0067184,0.011957,0.003001,0.0029897,0.0092675,0.0061524,0.0087843,0.0077726,0.006155,0.0062832,0.006179,0.011094,0.015961,0.046443,-0.0021541,-0.0012578,-0.0027179,0.0030172,0.0053178,0.0053479,0.0030028,0.0063276,0.005407,-0.0022766,-0.011048,0.0021365,0.027399,0.0094861,0.01647,0.0030805,0.0084909,-0.0048836,-0.016116,-0.0026271,-0.015138,-0.0028685,0.011551,0.0066123,0.022115,0.0093977,0.013978,0.0021833,0.0079095,0.0078939,0.0086735,0.0081262,0.0094268,0.0077471
58,0.0035651,-0.010397,0.005961,0.0059509,-0.03993,-0.0029189,0.016895,0.022436,0.013386,-0.043298,-0.043193,0.010285,0.0013556,-0.0076487,-0.0038198,0.0028538,-0.0026704,-0.0037113,0.0014198,0.0030635,0.0036711,0.0010708,0.0058882,-0.0020851,0.0095597,0.012426,-0.029753,-0.0013555,0.0043473,-0.0054498,0.0025555,-2.08E-05,-0.000341,0.0028554,0.0082146,0.0079152,-0.0049123,-0.011541,-0.001615,0.032566,0.0095892,0.015811,-0.0025503,0.0077026,0.034773,-0.0084526,0.0028381,0.0067857,0.003103,0.0063347,0.0242,0.021164,0.0024387,0.0064799,-0.0039985,0.0057654,0.0053004,0.0093908,0.0041399,0.0076472,0.0046916
59,-0.003089,-0.02571,-0.0038417,0.0049322,0.037928,-0.0099883,0.0077879,-0.0092125,0.017573,-0.048942,0.00059032,0.01232,0.0011283,0.0064935,0.0094108,-0.0021932,-0.0018858,0.0067858,-0.00025198,-0.0093956,-0.0084622,-0.0047962,-0.0025227,-0.0054984,-0.0164,-0.0064677,0.025813,0.0027768,0.0005889,0.0040421,-0.0015818,-2.59E-05,0.00060803,-0.0018889,0.013249,0.015229,0.0071889,-0.0023688,0.011766,0.033165,0.016264,0.017975,0.023664,0.018403,-0.03205,0.030043,-0.0010577,0.0065574,-0.0019723,0.0071949,0.022266,7.87E-05,0.0081869,0.010276,0.0048334,0.010404,0.0083711,0.0088756,0.0098285,0.0057394,0.010055
60,-0.0086043,-0.025996,-0.013173,0.00049188,-0.066889,-0.023903,-0.0011089,-0.0056886,0.0010881,-0.076136,0.031085,0.012938,-0.0011283,-0.012561,-0.0067129,0.0033196,0.006659,0.013748,0.0044784,0.0080579,0.0058594,0.0070878,0.0018827,0.00983,0.0047403,0.017498,0.07572,0.0026122,-0.0054139,0.0089947,0.0027218,0.0075578,0.0069753,0.0027095,-0.013249,-0.016779,-0.026791,-0.068951,-0.0077073,0.003708,-0.0045475,-0.018661,0.022427,-0.0080583,-0.03005,-0.0065826,-0.0039693,-0.0074332,-0.0026887,-0.00035149,0.019418,0.0005509,-0.0014221,-0.0026817,0.00060254,0.0069214,0.0057842,0.014368,-0.00018507,0.0095486,0.0069857
61,0.0040723,0.0058789,-0.0035163,0.010274,-0.0039871,-0.014621,-0.0022214,-0.003911,-0.0010881,-0.044608,-0.0017177,0.012773,0.0013538,0.0030385,0.0020186,0.0016511,0.01443,-0.011864,0.0026735,0.010768,0.010213,0.013696,0.016017,0.012183,0.0012752,-0.033722,-0.039027,0.0059822,0.0068991,0.0049244,0.0016707,0.0019889,0.0020126,0.0019578,0.003363,0.0045722,0.0041956,-0.00039709,0.0062634,0.0059963,-0.0017106,0.00019619,-0.0084092,-0.00092307,0.053262,0.097044,0.012201,0.007475,0.01248,-0.0030702,0.027338,-0.011156,-0.0024044,0.00043302,-0.0069745,0.0066977,0.0050923,0.0067188,0.0068523,0.0056526,0.006445
62,0.0045319,0.0066213,0.0021503,0.0060658,-0.057556,-0.017645,-0.011557,-0.044376,0.0065111,-0.033686,0.0048592,-0.0011372,-0.0029355,-0.0065559,-0.010587,0.0083852,0.013938,-0.0061661,-0.00088801,0.0093846,0.009803,0.010365,0.0031258,0.014684,0.0083351,0.021177,-0.057785,0.0057905,0.010943,0.0018561,0.0084458,0.0020929,0.0018304,0.0083897,-0.0017144,0.003293,0.00052321,0.00515,-0.0014459,0.0091555,-0.0069997,-0.010551,-0.0096511,-0.0039147,-0.0097692,0.0087116,0.0057232,0.011804,0.0062038,-0.010835,0.028363,-0.036954,-0.006476,-0.0056149,-0.0078696,0.0066471,0.0040299,0.0055286,0.0060868,0.0033928,0.0090327
63,-0.014623,-0.10424,-0.01416,0.010348,0.0087507,-0.058188,-0.028139,-0.012046,-0.036909,-0.14105,0.0076694,0.00056877,-0.014349,-0.0070722,-0.0052219,-6.41E-05,-0.0077682,-0.00023283,-0.00084157,-0.0019142,0.0011695,0.0031004,-0.0047734,0.0074743,-0.0052682,-0.0051722,-0.018711,-0.0014109,0.0061791,-0.0064745,0.00022494,-0.0017124,-0.00085798,-0.00034076,-0.029109,-0.024715,-0.034832,-0.074546,-0.0182,-0.010076,-0.051293,-0.051043,-0.063636,-0.044105,0.001097,0.00065032,-0.0036332,-0.0069865,-0.0054616,-0.028023,0.013238,-0.031022,-0.028841,-0.030141,-0.026737,0.0036979,-0.0011013,0.00062493,0.00040033,0.00057811,0.0124
64,0.0084165,0.020892,0.0041506,0.0090563,-0.19224,-0.063546,-0.06369,-0.052713,-0.069715,-0.063757,-0.011526,0.029323,0.0077697,-0.02128,-0.013521,-0.0073401,-0.014216,-0.012123,0.0013593,-0.0021641,-0.0042092,-0.0057445,-0.011786,-0.002499,-0.0010056,-0.021729,-0.017016,-0.011587,-0.016473,-0.0087279,-0.0076584,-0.0067372,-0.0073405,-0.0070622,-0.065029,-0.065557,-0.062386,-0.13235,-0.035351,-0.080733,-0.071676,-0.11204,-0.097299,-0.084406,-0.013491,-0.0040823,-0.0060378,-0.0035167,-0.0079588,-0.051668,0.033462,-0.048505,-0.055703,-0.061562,-0.046315,-0.0014679,-0.010759,-0.010239,-0.0066357,-0.0025627,0.012543
65,0.016388,0.018395,0.021271,0.010854,-0.036643,-0.013852,-0.026235,-0.038555,-0.019442,0.021394,-0.0081915,-0.0073897,0.0099661,0.0038591,0.0073564,-0.0084562,0.0031653,-0.00916,-0.0057828,-0.012591,-0.011926,-0.013163,-0.011117,-0.014271,-0.0082111,-0.0308,-0.01223,-0.003032,-0.0081969,0.0014314,-0.0079639,-0.006589,-0.0060828,-0.0081973,-0.0026428,0.0054209,0.025985,0.056494,0.014613,-0.043732,-0.025747,-0.048044,-0.0030312,-0.017507,0.052435,-0.036427,-0.0069949,-0.0013505,-0.0039329,-0.024004,0.0079976,-0.04985,-0.019844,-0.028328,-0.0064968,0.0016602,-0.0033686,-0.0040318,0.0014971,0.00074469,0.0063481
66,0.014035,0.062621,0.0082685,0.00585,0.08101,0.024728,0.0092399,0.006096,0.010982,0.067298,0.024939,0.012347,0.0089747,0.024258,0.017257,0.003978,-0.0080452,0.015051,0.0021543,-0.011181,-0.011726,-0.013043,-0.0090716,-0.015069,-0.0078001,-0.00017125,-0.025335,-0.0011675,0.0049808,-0.0060427,0.0034651,0.0021434,0.0016168,0.0037101,0.026708,0.029412,0.044851,0.081038,0.030583,-0.0043101,0.022348,0.016874,0.064911,0.031999,-0.013862,0.048238,0.0024043,-0.00859,0.0047015,0.0034264,0.0092581,-0.0020692,0.0041948,-0.0032779,0.015713,0.0079738,0.007686,0.0061073,0.01229,0.0054442,0.0033498
67,0.010399,0.028765,0.0030593,0.011598,0.028399,0.018324,0.0091553,0.00052079,0.01386,0.042825,0.0023898,0.012558,0.011769,0.012608,0.014527,-0.00059006,0.00495,-0.0069681,0.00066993,0.0021796,0.0034328,0.0015087,0.0028246,0.00031057,0.0082743,0.0090903,0.023895,0.0044825,0.0084058,0.0018217,-0.00032803,-3.34E-05,0.00049322,-0.00084705,0.016283,0.015844,0.018154,0.020623,0.017101,0.013908,0.027585,0.0252,0.045355,0.025334,-0.029477,0.0086925,-0.0021776,-0.0034818,-0.002455,0.015438,0.012152,0.019672,0.014633,0.0099968,0.021669,0.0064782,0.0059963,0.0082243,0.0078514,0.006723,0.0043447
