,C,BAC,JPM,S&P
3/13/1996,97.2746,18.3438,22.25,638.55
3/14/1996,97.0809,18.3438,22.7917,640.87
3/15/1996,96.112,18.5,22.625,641.43
3/18/1996,99.2124,18.9688,23.25,652.65
3/19/1996,99.4062,18.7813,23.2083,651.69
3/20/1996,99.0186,18.75,23.7083,649.98
3/21/1996,99.7937,18.5,23.6667,649.19
3/22/1996,100.5688,18.8125,23.7083,650.62
3/25/1996,99.9875,18.9688,23.625,650.04
3/26/1996,101.5377,19.25,23.5833,652.97
3/27/1996,101.1501,19.625,23.8333,648.91
3/28/1996,100.375,19.7188,23.75,648.94
3/29/1996,102.3128,20.0313,23.5,645.5
4/1/1996,102.7003,20.6563,24.3333,653.73
4/2/1996,102.3128,20.5625,24.75,655.26
4/3/1996,102.5066,20.5313,24.4583,655.88
4/4/1996,102.119,20.5625,24.4583,655.86
4/8/1996,96.8871,20.1563,23.5417,644.24
4/9/1996,96.112,19.8438,23.0833,642.19
4/10/1996,92.6241,19.0625,22.3333,633.5
4/11/1996,91.4614,18.875,22.2917,631.18
4/12/1996,94.5618,19.25,22.8333,636.71
4/15/1996,96.6933,19.75,23,642.49
4/16/1996,96.112,19.2813,23,645
4/17/1996,93.5929,19.3125,22.7083,641.61
4/18/1996,93.9805,19.3125,22.75,643.61
4/19/1996,94.7556,19.25,22.5833,645.07
4/22/1996,95.3369,19.5313,22.2917,647.89
4/23/1996,97.0809,19.5313,22.375,651.58
4/24/1996,95.1431,19.5,22.25,650.17
4/25/1996,96.112,19.75,22.75,652.87
4/26/1996,96.3058,19.9375,23.0417,653.46
4/29/1996,95.5307,19.75,22.9583,654.16
4/30/1996,95.3369,19.9375,22.9583,654.17
5/1/1996,94.7556,20,22.9167,654.58
5/2/1996,91.6552,19.375,21.875,643.38
5/3/1996,89.7175,19.4688,22,641.63
5/6/1996,88.5548,19.1875,21.6667,640.81
5/7/1996,88.361,19.3125,21.9583,638.26
5/8/1996,91.2676,19.7813,22.5,644.77
5/9/1996,91.0739,19.7813,22.375,645.44
5/10/1996,91.849,20.0938,23.0417,652.09
5/13/1996,93.0116,20.125,23.1667,661.51
5/14/1996,94.1743,20.3125,23.2917,665.6
5/15/1996,94.5618,20.1563,23.125,665.42
5/16/1996,94.368,20.1563,23.1667,664.85
5/17/1996,95.7245,20.3125,23.625,668.91
5/20/1996,96.112,20.4375,23.6667,673.15
5/21/1996,96.8871,20.4688,23.5833,672.76
5/22/1996,97.6622,20.6563,24.25,678.42
5/23/1996,96.4996,20.375,23.875,676
5/24/1996,96.6933,20.375,23.875,678.51
5/28/1996,94.7556,20.1875,23.5833,672.23
5/29/1996,94.4649,20.0938,23.3333,667.93
5/30/1996,96.7902,20.2813,23.3333,671.7
5/31/1996,96.4996,20.2813,23.3333,669.12
6/3/1996,96.7902,20.4063,23.2917,667.68
6/4/1996,98.5342,21,23.5833,672.56
6/5/1996,100.5688,21.0938,24.375,678.44
6/6/1996,99.9875,20.9688,24.3333,673.03
6/7/1996,97.3715,20.5938,23.9167,673.31
6/10/1996,98.5342,20.5313,24.0417,672.16
6/11/1996,98.8248,20.6563,24.0417,670.97
6/12/1996,99.6968,20.7813,24.125,669.04
6/13/1996,101.4408,20.9688,24.2083,667.92
6/14/1996,100.2781,20.8125,24.125,665.85
6/17/1996,100.2781,20.7188,24.0833,665.16
6/18/1996,101.7315,20.5313,23.9583,662.06
6/19/1996,100.8595,20.2188,23.6667,661.96
6/20/1996,100.2781,19.9375,23.1667,662.1
6/21/1996,101.4408,19.7188,22.625,666.84
6/24/1996,102.0221,20.0313,22.9167,668.85
6/25/1996,104.6381,20.2813,23.375,668.48
6/26/1996,103.1848,20.0625,23.3333,664.39
6/27/1996,104.0567,20.375,23.4167,668.55
6/28/1996,106.0914,20.6563,23.5417,670.63
7/1/1996,106.9634,21.0625,23.7917,675.88
7/2/1996,108.7073,21,23.7083,673.61
7/3/1996,106.6727,21.1875,23.7917,672.4
7/5/1996,103.4754,20.5,22.9167,657.44
7/8/1996,101.1501,20.0938,22.375,652.54
7/9/1996,100.8595,20,22.625,654.75
7/10/1996,99.6968,20.3438,22.875,656.06
7/11/1996,95.9182,20.0938,22.5833,645.67
7/12/1996,97.0809,20.0625,22.6667,646.19
7/15/1996,93.8836,19.8125,21.9583,629.8
7/16/1996,94.7556,19.7813,22.25,628.37
7/17/1996,97.0809,20.1563,22.5833,634.07
7/18/1996,99.1155,20.4688,23.1667,643.56
7/19/1996,97.6622,20.4688,22.9583,638.73
7/22/1996,95.6276,20.4375,22.6667,633.77
7/23/1996,95.0462,20.5938,22.4583,626.87
7/24/1996,94.4649,20.7813,22.2917,626.65
7/25/1996,95.0462,20.9063,22.75,631.17
7/26/1996,94.7556,20.875,23.0417,635.9
7/29/1996,95.3369,20.8438,22.625,630.91
7/30/1996,94.4649,21.2188,22.9167,635.26
7/31/1996,98.2435,21.4688,23.1667,639.95
8/1/1996,102.6034,21.5625,23.7083,650.02
8/2/1996,104.3474,22.1875,24.7083,662.49
8/5/1996,102.8941,22.0313,24.375,660.23
8/6/1996,103.7661,22.2188,24.2917,662.38
8/7/1996,106.382,22.2188,24.2083,664.16
8/8/1996,105.8007,22.4375,24.125,662.59
8/9/1996,105.5101,22.75,24.3333,662.1
8/12/1996,106.382,22.7813,24.5833,665.77
8/13/1996,104.6381,22.75,24.875,660.2
8/14/1996,103.7661,22.7188,24.9583,662.05
8/15/1996,103.4754,22.75,25.125,662.28
8/16/1996,106.0914,22.9688,25.4583,665.21
8/19/1996,106.6727,23.125,25.625,666.58
8/20/1996,107.254,23.0938,25.875,665.69
8/21/1996,106.382,23.0938,26.1667,665.07
8/22/1996,107.5447,23.4688,26.5,670.68
8/23/1996,106.9634,23.3438,26.0417,667.03
8/26/1996,106.0914,23.4375,25.875,663.88
8/27/1996,106.6727,23.4063,25.9167,666.4
8/28/1996,105.2194,23.3125,25.6667,664.81
8/29/1996,103.1848,23.0938,25.2917,657.4
8/30/1996,100.8595,21.2813,24.7917,651.99
9/3/1996,102.8941,21,25.0417,654.72
9/4/1996,101.1501,20.9375,24.8333,655.61
9/5/1996,99.9875,20.5313,24.7083,649.44
9/6/1996,101.7315,20.9063,25,655.68
9/9/1996,104.6381,21.2188,25.0833,663.76
9/10/1996,104.0567,21.0625,25.4583,663.81
9/11/1996,104.9287,21.0313,25.9167,667.28
9/12/1996,105.8007,21.2188,26.0833,671.15
9/13/1996,108.998,21.4063,26.4583,680.54
9/16/1996,109.2886,21.5313,26.5417,683.98
9/17/1996,109.2886,21.4375,26.0417,682.94
9/18/1996,107.5447,21.4063,25.9583,681.47
9/19/1996,109.2886,21.1563,25.7917,683
9/20/1996,110.4513,20.875,26,687.03
9/23/1996,111.0326,21.0313,26.4583,686.48
9/24/1996,110.1606,21,26.4167,685.61
9/25/1996,111.3233,21.3438,26.5833,685.83
9/26/1996,113.3579,21.5625,26.875,685.86
9/27/1996,113.6486,21.625,26.875,686.19
9/30/1996,114.2299,21.7188,26.7083,687.31
10/1/1996,116.2645,21.5938,27.0417,689.08
10/2/1996,118.5898,21.8438,26.9167,694.01
10/3/1996,118.5898,21.9063,26.9583,692.78
10/4/1996,123.5311,22.1563,27.25,701.46
10/7/1996,123.5311,22.2188,27.2917,703.34
10/8/1996,120.9151,22.2188,27.0833,700.64
10/9/1996,119.4618,22.0938,26.875,696.74
10/10/1996,118.5898,21.875,27,694.61
10/11/1996,120.6244,22.0625,27.1667,700.66
10/14/1996,123.2404,22.3125,27.5,703.54
10/15/1996,122.6591,22.2188,27.5,702.57
10/16/1996,122.6591,22.0625,27.1667,704.41
10/17/1996,123.8217,22.1563,27.25,706.99
10/18/1996,123.2404,22.4688,27.4583,710.82
10/21/1996,124.1124,22.8438,27.6667,709.85
10/22/1996,123.2404,22.7188,27.4167,706.57
10/23/1996,124.403,22.6875,27.5833,707.27
10/24/1996,123.8217,22.6563,27.7917,702.29
10/25/1996,122.3684,22.625,27.875,700.92
10/28/1996,121.2058,22.6875,27.6667,697.26
10/29/1996,126.147,23.0938,28.1667,701.5
10/30/1996,125.5657,23.5625,28.4167,700.9
10/31/1996,126.147,23.5625,28.5833,705.27
11/1/1996,126.147,23.25,28.5,703.77
11/4/1996,128.763,23.375,28.8333,706.73
11/5/1996,133.9949,23.8125,29.4583,714.14
11/6/1996,140.0987,23.7813,29.6667,724.59
11/7/1996,140.9707,23.6563,29.875,727.65
11/8/1996,145.3307,23.4063,29.9167,730.82
11/11/1996,139.2268,23.4375,29.5833,731.87
11/12/1996,140.9707,23.25,29.2083,729.56
11/13/1996,139.2268,23.4688,28.9167,731.13
11/14/1996,139.2268,23.7813,29.5833,735.88
11/15/1996,140.0987,24.0313,29.5417,737.62
11/18/1996,140.3894,24.2813,29.8333,737.02
11/19/1996,140.9707,24.75,30.8333,742.16
11/20/1996,141.2614,25.0625,30.75,743.95
11/21/1996,138.6454,24.9375,30.25,742.75
11/22/1996,140.3894,25.5313,30.5417,748.73
11/25/1996,144.5555,26.0625,31.7083,757.03
11/26/1996,141.4551,25.7813,31.375,755.96
11/27/1996,139.9049,25.875,31.3333,755
11/29/1996,139.5174,25.9063,31.5,757.02
12/2/1996,137.9672,25.6875,31.0417,756.56
12/3/1996,134.8668,25,30.3333,748.28
12/4/1996,134.0917,24.25,30.2917,745.1
12/5/1996,133.3166,24,29.625,744.38
12/6/1996,131.3789,24.4063,29.7917,739.6
12/9/1996,136.417,24.625,29.9583,749.81
12/10/1996,136.8046,24.375,29.9583,747.54
12/11/1996,133.3166,24.0313,29.5417,740.73
12/12/1996,129.8287,23.1563,28.9583,729.33
12/13/1996,130.9913,23.3438,28.5833,728.64
12/16/1996,130.6038,23.0625,28.4167,720.98
12/17/1996,130.9913,23.8125,29.25,726.04
12/18/1996,134.0917,23.5313,29.0833,731.54
12/19/1996,137.5796,24.5625,30.25,745.76
12/20/1996,140.68,24.7188,30.4583,748.87
12/23/1996,141.0676,24.5938,30.5,746.92
12/24/1996,143.3929,24.5313,30.5,751.03
12/26/1996,144.168,24.6875,30.7917,755.82
12/27/1996,143.3929,24.8438,30.7083,756.79
12/30/1996,146.8808,25.25,30.6667,753.85
12/31/1996,140.68,24.4375,29.75,740.74
1/2/1997,137.9672,24.3438,29.375,737.01
1/3/1997,139.9049,24.6563,29.375,748.03
1/6/1997,140.68,24.6875,29.125,747.65
1/7/1997,139.5174,24.7188,28.9583,753.23
1/8/1997,139.5174,25.3125,29.2083,748.41
1/9/1997,142.2302,25.4688,29.4167,754.85
1/10/1997,140.2925,25.75,29.25,759.5
1/13/1997,146.1057,25.7188,29.1667,759.51
1/14/1997,150.3687,26.6563,29.8333,768.86
1/15/1997,148.0435,26.2813,30.2083,767.2
1/16/1997,149.2061,26.4375,30.2917,769.75
1/17/1997,156.9571,26.5625,30.7083,776.17
1/20/1997,161.2201,26.6875,30.9583,776.7
1/21/1997,159.2824,26.6875,30.9583,782.72
1/22/1997,166.2582,27.4375,30.75,786.23
1/23/1997,162.3827,26.75,30.375,777.56
1/24/1997,158.1197,26.5,29.7917,770.52
1/27/1997,156.182,26.4688,29.5833,765.02
1/28/1997,157.7322,26.1875,29.5417,765.02
1/29/1997,158.8948,26.875,29.875,772.5
1/30/1997,162.7703,27,30.5833,784.17
1/31/1997,162.3827,27,30.8333,786.16
2/3/1997,168.9711,27.5,31.25,786.73
2/4/1997,168.9711,27.8438,32.0833,789.26
2/5/1997,165.4831,27.5938,31.6667,778.28
2/6/1997,164.708,27.8438,31.6667,780.15
2/7/1997,162.7703,28.4063,32.625,789.56
2/10/1997,160.445,28.0625,32.5417,785.43
2/11/1997,163.5454,28.3438,32.7917,789.59
2/12/1997,172.0714,28.8125,33.2083,802.77
2/13/1997,175.5594,29.4063,33.7083,811.82
2/14/1997,171.6839,29.9688,33.9167,808.48
2/18/1997,180.5975,30.5938,33.875,816.29
2/19/1997,177.8847,30.5625,34.6667,812.49
2/20/1997,170.5213,30.4375,34.0417,802.8
2/21/1997,170.1337,30.0625,34.1667,801.77
2/24/1997,172.8465,30.5,34.875,810.28
2/25/1997,178.2722,30.9688,35.2917,812.1
2/26/1997,172.0714,30.9688,34.5,805.68
2/27/1997,164.708,30.6563,33.7083,795.07
2/28/1997,166.2582,29.9375,33.375,790.82
3/3/1997,169.3586,30.75,34,795.31
3/4/1997,163.1578,31.125,33.9167,790.95
3/5/1997,169.3586,30.9375,34.5833,801.99
3/6/1997,169.3586,30.9375,34.25,798.56
3/7/1997,172.0714,31.6875,35.5,804.97
3/10/1997,175.5594,32.5,36.5417,813.65
3/11/1997,174.3967,31.875,35.4167,811.34
3/12/1997,168.9711,31.375,34.5833,804.26
3/13/1997,163.5454,29.875,33.0417,789.56
3/14/1997,164.708,29.375,33.4583,793.17
3/17/1997,160.8325,29.5,34.1667,795.71
3/18/1997,163.1578,28.875,33.1667,789.66
3/19/1997,161.6076,29.4375,33.7917,785.77
3/20/1997,156.5695,28.9375,33.9167,782.65
3/21/1997,157.3446,29.3125,34,784.1
3/24/1997,165.0956,30.8125,34.4583,790.89
3/25/1997,166.2582,30.625,33.9167,789.07
3/26/1997,161.9952,29.875,33.2917,790.5
3/27/1997,157.7322,28.9375,32.1667,773.88
3/31/1997,148.431,27.6875,31.2083,757.12
4/1/1997,154.6318,28.0625,31.8333,759.64
4/2/1997,146.1057,27.375,30.7917,750.11
4/3/1997,150.3687,27.625,31.1667,750.32
4/4/1997,148.8185,27.9375,31.2917,757.9
4/7/1997,151.9189,28.125,31.5,762.13
4/8/1997,152.694,29.3125,32.2917,766.12
4/9/1997,152.694,28.625,31.8333,760.6
4/10/1997,151.5314,28.875,31.375,758.34
4/11/1997,143.7804,27.75,30.0833,737.65
4/14/1997,149.5936,27.75,30.1667,743.73
4/15/1997,155.7944,28,30.8333,754.72
4/16/1997,158.1197,27.75,29.9583,763.53
4/17/1997,156.182,27.8125,29.9583,761.77
4/18/1997,155.0193,27.875,29.1667,766.34
4/21/1997,149.9812,27.6875,28.5,760.37
4/22/1997,155.4069,28.4375,29.125,774.61
4/23/1997,154.6318,28.375,28.625,773.64
4/24/1997,152.3065,28.4375,28.4583,771.18
4/25/1997,151.5314,28.625,28.4583,765.37
4/28/1997,155.7944,28.875,29.1667,772.96
4/29/1997,170.5213,30,30.1667,794.05
4/30/1997,171.6839,30.1875,30.875,801.34
5/1/1997,167.4209,30.1875,30.9167,798.53
5/2/1997,168.5835,31.375,31.7917,812.97
5/5/1997,174.7843,31.3125,32.3333,830.24
5/6/1997,176.3345,31.5,32.7083,827.76
5/7/1997,168.5835,29.8125,31.75,815.62
5/8/1997,173.2341,29.625,31.9583,820.26
5/9/1997,170.1337,30.125,32.5833,824.78
5/12/1997,172.459,30.5,33,837.66
5/13/1997,174.0092,30.25,32.375,833.13
5/14/1997,174.7843,30.625,32.875,836.04
5/15/1997,174.0092,30.75,32.4583,841.88
5/16/1997,171.6839,30.125,31.2917,829.75
5/19/1997,172.8465,29.6875,30.7917,833.27
5/20/1997,178.6598,30.0625,32.0833,841.66
5/21/1997,172.8465,29.25,31.0417,839.35
5/22/1997,171.6839,29.1875,31.5417,835.66
5/23/1997,175.1718,29.625,31.7083,847.03
5/27/1997,173.6216,28.875,31.0417,849.71
5/28/1997,172.459,28.9375,31.1667,847.21
5/29/1997,169.7462,29,30.9583,844.08
5/30/1997,170.1337,29.4375,31.5,848.28
6/2/1997,170.1337,29.25,31.5,846.36
6/3/1997,172.8465,29.9375,32.3333,845.48
6/4/1997,171.2964,29.8125,32.2083,840.11
6/5/1997,174.0092,30.875,32.5,843.43
6/6/1997,179.4349,31.625,33.4167,858.01
6/9/1997,181.3726,31.9375,32.5417,862.91
6/10/1997,186.4107,32.5,33.2917,865.27
6/11/1997,189.1236,32.8125,33.2083,869.57
6/12/1997,194.9368,33.25,33.625,883.48
6/13/1997,197.6496,33.6875,33.75,893.27
6/16/1997,194.1617,34.25,34,893.9
6/17/1997,197.2621,34.3125,34.0833,894.42
6/18/1997,200.3625,33.875,34.3333,889.06
6/19/1997,200.3625,34.625,34.3333,897.99
6/20/1997,204.6255,34.5,34.2083,898.7
6/23/1997,196.8745,33.3125,33.3333,878.62
6/24/1997,199.5874,34.1563,33.5,896.34
6/25/1997,199.1998,33.8125,33.2292,888.99
6/26/1997,196.487,33.0625,32.75,883.68
6/27/1997,197.8434,32.625,32.4583,887.3
6/30/1997,195.5181,32.25,32.3542,885.14
7/1/1997,200.75,32.6875,33.1875,891.03
7/2/1997,207.3383,33,34.0417,904.03
7/3/1997,207.3383,34.0625,34.5417,916.92
7/7/1997,209.2761,33.6563,34.3333,912.2
7/8/1997,207.7259,33.5625,34.3542,918.75
7/9/1997,204.8193,33.2188,33.9167,907.54
7/10/1997,207.3383,33.2188,33.7917,913.78
7/11/1997,205.2068,33.3125,34.0208,916.68
7/14/1997,202.1064,33.6563,33.9792,918.38
7/15/1997,205.4006,33.4063,34.2292,925.76
7/16/1997,212.3765,34.2188,34.2292,936.59
7/17/1997,209.8574,33.8125,34.4792,931.61
7/18/1997,206.3695,32.7813,34,915.3
7/21/1997,203.8504,33.5,34.0833,912.94
7/22/1997,210.245,34.1563,35.25,933.98
7/23/1997,211.7951,33.75,35.3333,936.56
7/24/1997,219.9337,34.2813,35.75,940.3
7/25/1997,216.0582,33.8125,35.3542,938.79
7/28/1997,215.8644,33.9375,35.4167,936.45
7/29/1997,221.6776,34.8125,36.2917,942.29
7/30/1997,222.259,35.0938,37.4792,952.29
7/31/1997,223.034,35.5938,37.8542,954.29
8/1/1997,219.9337,35.1875,37.4375,947.14
8/4/1997,216.252,35.3438,37.0208,950.3
8/5/1997,216.6395,34.5938,36.5208,952.37
8/6/1997,216.8333,35,37.3125,960.32
8/7/1997,212.764,34.3125,36.3333,951.19
8/8/1997,205.4006,33,35.8542,933.54
8/11/1997,208.8885,33.5625,36.25,937
8/12/1997,204.6255,33.0625,36.3542,926.53
8/13/1997,210.6325,33.1563,37.0417,922.02
8/14/1997,211.6014,33.3438,37.3125,924.77
8/15/1997,204.8193,32.4688,36.6667,900.81
8/18/1997,206.9508,32.2813,36.6667,912.49
8/19/1997,210.8263,32.5313,37.1875,926.01
8/20/1997,213.5391,32.9063,38.125,939.35
8/21/1997,208.8885,32.375,38.0625,925.05
8/22/1997,207.1446,32.0313,38,923.55
8/25/1997,205.4006,32,37.8958,920.16
8/26/1997,201.1376,31.8438,37.5833,913.02
8/27/1997,199.1998,31.9063,37.875,913.7
8/28/1997,198.4247,31.6563,37.3958,903.67
8/29/1997,196.8745,29.6875,37.0625,899.47
9/2/1997,207.9197,29.3125,37.9167,927.58
9/3/1997,210.0512,29.1563,38.0625,927.86
9/4/1997,209.8574,28.7188,38.2292,930.87
9/5/1997,209.2761,28.4375,38.1667,929.05
9/8/1997,209.4699,28.7813,38.5833,931.2
9/9/1997,211.2138,29.4688,38.5417,933.62
9/10/1997,205.0131,29,37.6875,919.03
9/11/1997,201.5251,28.9063,37.125,912.59
9/12/1997,205.4006,29.5,37.7292,923.91
9/15/1997,205.5944,29.2813,37.5833,919.77
9/16/1997,217.8021,29.5313,38.5208,945.64
9/17/1997,216.6395,29.4688,39.1458,943
9/18/1997,218.5772,29.4063,39.125,947.29
9/19/1997,219.1586,29.875,39.1875,950.51
9/22/1997,224.1967,30.5313,39.4167,955.43
9/23/1997,223.2278,31.0313,39.1875,951.93
9/24/1997,215.2831,31.5938,39.4375,944.48
9/25/1997,212.3765,31,38.5,937.91
9/26/1997,214.3142,31.4688,39.125,945.22
9/29/1997,212.1827,31.6875,39.5,953.34
9/30/1997,211.6014,30.9375,39.3333,947.28
10/1/1997,214.7018,31.3438,39.8542,955.41
10/2/1997,216.8333,31.625,40.1458,960.46
10/3/1997,222.259,32.2813,40.8542,965.03
10/6/1997,230.785,32.5,41.6458,972.69
10/7/1997,233.3041,33.0938,42.1458,983.12
10/8/1997,230.5912,32.75,41.8958,973.84
10/9/1997,230.785,32.7813,41.8542,970.62
10/10/1997,230.9788,32.2813,40.5625,966.98
10/13/1997,233.4979,32.8125,40.6458,968.1
10/14/1997,233.8854,32.1875,41.0625,970.28
10/15/1997,231.5601,31.4063,41.125,965.72
10/16/1997,229.041,31.5938,41.3125,955.23
10/17/1997,225.3593,31.0313,40.5417,944.16
10/20/1997,227.6846,31,40.5208,955.61
10/21/1997,233.1103,31.5313,41.2292,972.28
10/22/1997,236.792,31.2188,41.4792,968.49
10/23/1997,231.7539,31,40.875,950.69
10/24/1997,226.1344,30.875,41.2083,941.64
10/27/1997,201.5251,28.6875,38.5,876.99
10/28/1997,216.4457,29.6563,39.9375,921.85
10/29/1997,218.5772,30.5625,40.125,919.16
10/30/1997,215.2831,29.25,38.6458,903.68
10/31/1997,217.0271,29.9375,38.4583,914.62
11/3/1997,221.8714,30.9688,39.5625,938.99
11/4/1997,226.522,31.1563,39.6458,940.76
11/5/1997,231.3663,30.9063,39.8958,942.76
11/6/1997,233.3041,30.75,40.0208,938.03
11/7/1997,230.0099,30.4375,39.1458,927.51
11/10/1997,226.522,29.875,38.0208,921.13
11/11/1997,223.6154,29.5313,37.4167,923.78
11/12/1997,213.7329,29.1875,35.5625,905.96
11/13/1997,215.4769,29.6875,35.7292,916.66
11/14/1997,219.1586,30,34.5,928.35
11/17/1997,227.4909,30.6563,36.1042,946.2
11/18/1997,223.8091,30.0625,35.6875,938.23
11/19/1997,227.6846,30.4375,37.1458,944.59
11/20/1997,237.1796,30.7188,37.4583,958.98
11/21/1997,234.5636,31.0938,37.75,963.09
11/24/1997,229.913,30.5313,36.7083,946.67
11/25/1997,229.3317,30.8438,36.4792,950.82
11/26/1997,228.1691,30.0625,36.0833,951.64
11/28/1997,234.8543,30.0313,36.2083,955.4
12/1/1997,251.1313,30.625,38.3333,974.78
12/2/1997,255.2006,30.8438,38.0417,971.68
12/3/1997,263.0484,30.9375,38.2917,976.77
12/4/1997,261.0138,30.5,38.9167,973.1
12/5/1997,260.4325,30.5,39.0625,983.79
12/8/1997,259.2698,31,39.1667,982.37
12/9/1997,253.1659,31.375,38.625,975.78
12/10/1997,249.678,31.0938,37.5625,969.79
12/11/1997,242.9928,31.1563,36.7708,954.94
12/12/1997,245.0274,31.0313,37.0208,953.39
12/15/1997,250.2593,32,37.4167,963.39
12/16/1997,255.2006,31.375,36.9583,968.04
12/17/1997,260.1418,31.0625,37.3333,965.54
12/18/1997,256.3632,30.875,36.3542,955.3
12/19/1997,246.4807,29.5625,36.0417,946.78
12/22/1997,241.8301,30,35.6042,953.7
12/23/1997,243.8648,30,35.1458,939.13
12/24/1997,237.7609,29.3125,34.7917,932.7
12/26/1997,239.7955,29.7813,35.5417,936.46
12/29/1997,241.5395,30.125,36.2292,953.35
12/30/1997,249.9687,30.6875,36.5,970.84
12/31/1997,250.55,30.4063,36.5,970.43
1/2/1998,248.806,30.375,36.875,975.04
1/5/1998,246.7714,31.2188,37.4792,977.07
1/6/1998,248.5154,30.8125,35.7292,966.58
1/7/1998,239.5049,31,36.0625,964
1/8/1998,233.6916,30.625,34.7292,956.05
1/9/1998,221.7745,29.4688,33.9583,927.69
1/12/1998,219.4492,29.0625,34.1667,939.21
1/13/1998,230.4944,29.0313,34.5417,952.12
1/14/1998,234.273,30.3125,34.7917,957.94
1/15/1998,230.785,30.1563,34.4792,950.73
1/16/1998,235.7263,30.6875,35.1667,961.51
1/20/1998,236.0169,31.4375,35.6875,978.6
1/21/1998,232.529,30.375,35.0625,970.81
1/22/1998,224.6811,29.8438,34.75,963.04
1/23/1998,222.9372,29.5625,34.4375,957.59
1/26/1998,218.8679,29.8125,34.0417,956.95
1/27/1998,229.6224,30.5625,35.1042,969.02
1/28/1998,231.657,30.1875,35.3542,977.46
1/29/1998,232.8196,30.5,35.6042,985.49
1/30/1998,230.2037,30,35.7292,980.28
2/2/1998,242.9928,30.7188,37.0625,1001.27
2/3/1998,247.6434,31.2188,38.0625,1006
2/4/1998,246.7714,31.4375,38.1458,1006.9
2/5/1998,245.8994,31.7813,38.1875,1003.54
2/6/1998,246.1901,32.4063,38.9792,1012.46
2/9/1998,247.6434,32.2188,40.25,1010.74
2/10/1998,253.4566,32.4688,39.9583,1019.01
2/11/1998,252.2939,32.5313,39.8958,1020.01
2/12/1998,256.0725,32.5938,39.8958,1024.14
2/13/1998,253.7473,32.1563,39.3958,1020.09
2/17/1998,257.8165,32.25,40.0625,1022.76
2/18/1998,259.5605,32.375,40.6875,1032.08
2/19/1998,256.3632,32.25,39.8542,1028.28
2/20/1998,260.7231,32.5313,39.9792,1034.21
2/23/1998,258.6885,33.7188,40.3958,1038.14
2/24/1998,256.0725,33.1875,39.9167,1030.56
2/25/1998,260.1418,34.25,40.7292,1042.9
2/26/1998,259.8511,34.25,41.25,1048.67
2/27/1998,259.2698,34.25,41.3542,1049.34
3/2/1998,255.2006,34.0313,41.1875,1047.7
3/3/1998,258.9792,34.4375,41.7292,1052.02
3/4/1998,256.3632,34.5313,40.875,1047.33
3/5/1998,258.1072,33.9375,40.1042,1035.05
3/6/1998,259.5605,34.5313,40.6458,1055.69
3/9/1998,258.1072,34.3438,39.5208,1052.31
3/10/1998,268.571,34.9688,40.5208,1064.25
3/11/1998,274.0935,35.0938,41.5625,1068.47
3/12/1998,279.0348,35.1875,41.7917,1069.92
3/13/1998,280.1974,34.5625,41.7708,1068.61
3/16/1998,281.0694,34.875,42.7708,1079.27
3/17/1998,283.6854,35.2813,44.9167,1080.45
3/18/1998,281.9414,35.5625,46.0417,1085.52
3/19/1998,282.8134,36.2188,45.125,1089.74
3/20/1998,288.3359,36.7813,44.875,1099.16
3/23/1998,281.6507,36.7188,44.2292,1095.55
3/24/1998,288.0453,37.2188,44.7292,1105.65
3/25/1998,290.6612,36.5938,44.3333,1101.93
3/26/1998,292.9865,36.25,44.7292,1100.8
3/27/1998,288.3359,36.0313,44.6042,1095.44
3/30/1998,281.3601,35.5,44.5833,1093.55
3/31/1998,279.0348,36.4688,44.9583,1101.75
4/1/1998,276.1282,36.5625,45.3333,1108.15
4/2/1998,284.5573,36.5938,46.4375,1120.01
4/3/1998,286.0106,36.9375,46.7083,1122.7
4/6/1998,339.4923,37.6875,48.9792,1121.38
4/7/1998,317.9834,37.6875,47.875,1109.54
4/8/1998,313.0421,37.125,46.75,1101.65
4/9/1998,313.9141,38.2188,47.2083,1110.67
4/13/1998,309.2635,40.4375,48.8542,1109.69
4/14/1998,310.1355,40.375,47.5833,1115.75
4/15/1998,301.125,40.2813,46.6875,1119.32
4/16/1998,294.4398,38.9375,45.0833,1108.17
4/17/1998,300.8344,39.5,45.75,1122.72
4/20/1998,299.3811,39,44.8542,1123.65
4/21/1998,302.2877,38.5,46.375,1126.67
4/22/1998,302.869,39.25,46.7917,1130.54
4/23/1998,296.4745,38.75,45.5,1119.58
4/24/1998,292.9865,38.1875,44.7083,1107.9
4/27/1998,283.3947,36.25,44.2083,1086.54
4/28/1998,282.8134,36.75,44.4583,1085.11
4/29/1998,282.2321,36.9375,45.0417,1094.63
4/30/1998,284.5573,37.875,46.1875,1111.75
5/1/1998,289.2079,39.0938,46.9583,1121
5/4/1998,287.7546,38.5,46.3542,1122.07
5/5/1998,283.6854,38,45.625,1115.5
5/6/1998,279.0348,36.9688,45.0208,1104.92
5/7/1998,280.1974,36.625,45.3958,1095.14
5/8/1998,276.7095,37.1563,45.625,1108.14
5/11/1998,282.5227,36.7813,46.1458,1106.64
5/12/1998,288.0453,38.4063,46.9167,1115.79
5/13/1998,286.592,37.875,46.5,1118.86
5/14/1998,282.5227,37.7813,46.4375,1117.37
5/15/1998,290.9519,37.7188,47.3333,1108.73
5/18/1998,291.2426,37.5938,47.3542,1105.82
5/19/1998,295.6025,37.9688,48.2708,1109.52
