,C,BAC,JPM,S&P
7/7/2000,454.7395,23.7188,50.0625,1478.9
7/10/2000,455.1755,23.7188,49.75,1475.62
7/11/2000,460.4074,23.4688,50.75,1480.88
7/12/2000,468.2552,23.4063,50.5625,1492.92
7/13/2000,466.5113,23.0938,50.75,1495.84
7/14/2000,473.9231,23.6563,52.6875,1509.98
7/17/2000,463.0233,23.5625,52.0625,1510.49
7/18/2000,465.2033,23,50.9375,1493.74
7/19/2000,473.4871,23.0625,50.6875,1481.96
7/20/2000,492.2348,24.1875,53.125,1495.57
7/21/2000,495.2867,23.75,52.6875,1480.19
7/24/2000,493.5428,23.7188,51.5625,1464.29
7/25/2000,491.3628,24.125,51.25,1474.47
7/26/2000,485.6949,23.5313,49.375,1452.42
7/27/2000,487.8749,23.375,49.875,1449.62
7/28/2000,476.5391,23.1875,48.375,1419.89
7/31/2000,492.2348,23.6875,49.6875,1430.83
8/1/2000,491.7988,23.8438,51.75,1438.1
8/2/2000,493.5428,23.5938,51.4375,1438.7
8/3/2000,497.0307,24.5313,51.5,1452.56
8/4/2000,512.7264,26.2188,52.4375,1462.93
8/7/2000,514.4704,26.1875,53.8125,1479.32
8/8/2000,507.9305,25.9688,53.5,1482.8
8/9/2000,506.6225,26.5313,52.3125,1472.87
8/10/2000,496.5947,26.7188,51.875,1460.25
8/11/2000,505.3145,27,52,1471.84
8/14/2000,516.6503,27.4688,53,1491.56
8/15/2000,515.7784,27.1563,51.8125,1484.43
8/16/2000,507.9305,26.6563,50.375,1479.85
8/17/2000,521.4462,26.7813,50.6875,1496.07
8/18/2000,521.4462,26.875,50.6875,1491.72
8/21/2000,536.27,26.9375,50.9375,1499.48
8/22/2000,540.1939,27.2188,52.5,1498.13
8/23/2000,534.09,27.0313,53.375,1505.97
8/24/2000,534.962,26.25,53.25,1508.31
8/25/2000,529.7301,25.875,52.0625,1506.45
8/28/2000,539.4671,25.9063,52.625,1514.09
8/29/2000,540.6298,25.4375,51.875,1509.84
8/30/2000,531.3286,25.4375,53.25,1502.59
8/31/2000,542.955,26.7813,55.875,1517.68
9/1/2000,536.5605,26.25,56.3125,1520.77
9/5/2000,538.8858,26.5938,57.125,1507.08
9/6/2000,510.9823,26.8125,56.5,1492.25
9/7/2000,507.4944,27.2188,57.25,1502.51
9/8/2000,520.8648,27.9688,57.8125,1494.5
9/11/2000,526.678,28.2813,57.5,1489.26
9/12/2000,524.3527,28.5,56.0625,1481.99
9/13/2000,516.7955,28.4063,50.6875,1484.91
9/14/2000,516.2142,28.125,50.3125,1480.87
9/15/2000,508.657,27.3438,49.125,1465.81
9/18/2000,497.6119,26.8438,46.5625,1444.51
9/19/2000,504.5878,27.4375,46.875,1459.9
9/20/2000,498.1932,26.9063,46.5,1451.34
9/21/2000,493.5426,26.5,45.625,1449.05
9/22/2000,490.636,27.5,47.3125,1448.72
9/25/2000,503.4251,27.5,47.5,1439.03
9/26/2000,497.6119,26.9063,46.0625,1427.21
9/27/2000,487.1481,26.3438,45.4375,1426.57
9/28/2000,500.5185,27,46.875,1458.29
9/29/2000,502.8438,26.1875,46.1875,1436.51
10/2/2000,515.0516,26.5313,47.4375,1436.23
10/3/2000,527.8407,27.1563,46.75,1426.46
10/4/2000,509.2383,26.375,45.625,1434.32
10/5/2000,522.0274,26.9375,44.5,1436.28
10/6/2000,497.0306,25.8125,42.75,1408.99
10/9/2000,489.4734,25.2813,42.0625,1402.03
10/10/2000,474.359,24.3438,40.8125,1387.02
10/11/2000,459.8259,23.5313,40.6875,1364.59
10/12/2000,434.8291,22.2813,37.8125,1329.78
10/13/2000,463.3139,23.2813,39.6875,1374.17
10/16/2000,472.615,22.5938,39.5625,1374.62
10/17/2000,459.2446,21.375,37.9375,1349.97
10/18/2000,460.9886,21.0938,36.875,1342.13
10/19/2000,477.2656,22.0313,38.9375,1388.76
10/20/2000,473.7777,21.875,38.375,1396.93
10/23/2000,469.1271,21.875,38.375,1395.78
10/24/2000,480.7536,22.25,40.0625,1398.13
10/25/2000,470.8711,22.0313,40,1364.9
10/26/2000,455.7567,21.6875,40,1364.44
10/27/2000,467.3831,22.4688,42.5625,1379.58
10/30/2000,479.5909,23.5,43.75,1398.66
10/31/2000,489.4734,24.0313,45.5,1429.4
11/1/2000,480.7536,24.1875,45.6875,1421.22
11/2/2000,493.5426,24.625,45.5,1428.32
11/3/2000,501.6812,24.3438,44.4375,1426.69
11/6/2000,510.401,25.5313,45.5,1432.19
11/7/2000,509.2383,25.3438,44.9375,1431.87
11/8/2000,493.5426,24.375,43.5625,1409.28
11/9/2000,490.0547,24.875,44.125,1400.14
11/10/2000,479.0096,24.1875,42.8125,1365.98
11/13/2000,469.7084,23.7188,42.125,1351.26
11/14/2000,472.0337,22.9375,42.5625,1382.95
11/15/2000,466.8018,21,40.75,1389.81
11/16/2000,480.7536,20.9375,40.875,1372.32
11/17/2000,477.8469,20.1563,39.625,1367.72
11/20/2000,459.2446,19.6563,38.5625,1342.62
11/21/2000,456.9193,19.8125,38.75,1347.35
11/22/2000,437.7357,19.2813,37.4375,1322.36
11/24/2000,440.061,19.6563,38.6875,1341.77
11/27/2000,441.2236,19.8438,39.375,1348.97
11/28/2000,442.9676,20.25,38,1336.09
11/29/2000,459.8259,20.3438,37.9375,1341.91
11/30/2000,463.3139,19.9688,36.875,1314.95
12/1/2000,455.1754,19.875,37.3125,1315.23
12/4/2000,444.7116,19.5,37.9375,1324.97
12/5/2000,472.0337,20.5938,41.3125,1376.54
12/6/2000,462.7326,19,40.0625,1351.46
12/7/2000,462.7326,19.5,39.1875,1343.55
12/8/2000,479.0096,20.4375,40,1369.89
12/11/2000,491.7987,21.7188,42.5,1380.2
12/12/2000,489.4734,21.7188,43,1371.18
12/13/2000,492.9613,21.4688,44.5,1359.99
12/14/2000,472.0337,21.1563,42.9375,1340.93
12/15/2000,447.0369,20.9063,43.9375,1312.15
12/18/2000,459.2446,21.75,45.375,1322.74
12/19/2000,467.3831,22.125,44.8125,1305.6
12/20/2000,446.4555,21.375,43.5,1264.74
12/21/2000,453.4314,22.9063,45.1875,1274.86
12/22/2000,465.6392,23.0625,45.625,1305.97
12/26/2000,473.7777,23.1563,45.75,1315.19
12/27/2000,473.1964,23.4063,46.375,1328.92
12/28/2000,476.6843,23.4063,46.9375,1334.22
12/29/2000,474.9403,22.9375,45.4375,1320.28
1/2/2001,469.7084,23.375,44,1283.27
1/3/2001,510.9823,24.9688,50.625,1347.56
1/4/2001,517.9582,25.75,52,1333.34
1/5/2001,499.3559,23.8438,48.9375,1298.35
1/8/2001,496.4493,24.125,49.25,1295.86
1/9/2001,485.4041,23.5,48.6875,1300.8
1/10/2001,501.6812,24.2813,50.9375,1313.27
1/11/2001,511.5636,24.7188,54.125,1326.82
1/12/2001,494.124,24.5313,53.3125,1318.32
1/16/2001,508.657,25.4688,53.1875,1326.65
1/17/2001,500.5185,24.7813,53,1329.47
1/18/2001,504.5878,24.4688,51.4375,1347.97
1/19/2001,505.7504,24.5938,50.5625,1342.54
1/22/2001,501.0998,25.1875,50.875,1342.9
1/23/2001,510.401,25.1875,51.6875,1360.4
1/24/2001,519.1208,25.5313,53.25,1364.3
1/25/2001,514.4702,25.75,53.0625,1357.51
1/26/2001,513.3076,26.5938,54.1875,1354.95
1/29/2001,522.725,27.01,55.12,1364.17
1/30/2001,522.725,27.735,55.98,1373.73
1/31/2001,520.5858,26.91,54.99,1366.01
2/1/2001,521.8879,26.64,55.85,1373.47
2/2/2001,515.8422,26.8,54.65,1349.47
2/5/2001,523.6551,26.63,54.6,1354.31
2/6/2001,512.7728,25.48,52.28,1352.26
2/7/2001,505.6109,24.75,52.33,1340.89
2/8/2001,503.1926,24.375,51.68,1332.53
2/9/2001,502.7275,24.75,51.95,1314.76
2/12/2001,515.7492,25.03,52.55,1330.31
2/13/2001,507.7502,25.12,51.14,1318.8
2/14/2001,499.0071,25.4,51.19,1315.92
2/15/2001,502.9136,25.445,51.11,1326.61
2/16/2001,502.2625,25.7,51.99,1301.53
2/20/2001,476.2192,24.56,49.95,1278.94
2/21/2001,449.2459,23.875,47.35,1255.27
2/22/2001,452.0362,24.125,48.3,1252.82
2/23/2001,448.3158,24.57,47.05,1245.86
2/26/2001,467.8482,25.49,48.55,1267.65
2/27/2001,463.1976,25.715,47.6,1257.94
2/28/2001,457.4309,24.975,46.66,1239.94
3/1/2001,452.5013,24.67,46.1,1241.23
3/2/2001,446.4555,24.525,45.8,1234.18
3/5/2001,448.7808,24.54,46.76,1241.41
3/6/2001,452.3153,25.13,47.96,1253.8
3/7/2001,469.2434,26.375,50.25,1261.89
3/8/2001,472.0337,26.86,50.24,1264.74
3/9/2001,456.9658,26.25,48.95,1233.42
3/12/2001,438.0845,25.81,45.49,1180.16
3/13/2001,450.083,27.125,47.4,1197.66
3/14/2001,417.6219,25.875,43.75,1166.71
3/15/2001,431.5737,26.125,45.26,1173.56
3/16/2001,423.2026,25.7,44.58,1150.53
3/19/2001,430.6436,26.485,45.15,1170.81
3/20/2001,412.0413,25.645,42.59,1142.62
3/21/2001,392.9739,25.475,40.2,1122.14
3/22/2001,377.627,24.835,38.91,1117.58
3/23/2001,398.5546,26.39,41.71,1139.83
3/26/2001,411.1111,26.25,42.11,1152.69
3/27/2001,432.0387,27.24,43.36,1182.17
3/28/2001,419.4822,27.21,42.55,1153.29
3/29/2001,415.7617,26.58,43,1147.95
3/30/2001,418.366,27.375,44.9,1160.33
4/2/2001,425.0629,27.005,44.6,1145.87
4/3/2001,406.4606,26.125,41.6,1106.46
4/4/2001,397.1594,25.155,40.49,1103.25
4/5/2001,418.5521,25.925,42.5,1151.44
4/6/2001,397.6245,24.795,40.39,1128.43
4/9/2001,398.3686,25.3,40.42,1137.59
4/10/2001,422.2725,25.96,43.3,1168.38
4/11/2001,431.0156,26.275,44.74,1165.89
4/12/2001,439.9447,26.475,45.37,1183.5
4/16/2001,436.6893,26.225,45.5,1179.68
4/17/2001,445.7114,26,45.37,1191.81
4/18/2001,465.5229,27.59,49.1,1238.16
4/19/2001,467.8482,28.2,48.8,1253.7
4/20/2001,459.6632,27.505,47.8,1242.98
4/23/2001,451.0131,27.465,47.3,1224.36
4/24/2001,452.9663,27.25,47.5,1209.47
4/25/2001,458.361,27.45,47.48,1228.75
4/26/2001,460.5003,27.56,48.5,1234.52
4/27/2001,473.5219,28.46,49.85,1253.05
4/30/2001,457.1519,28,47.98,1249.46
5/1/2001,468.7783,28.225,48.73,1266.44
5/2/2001,470.6385,28.055,49.57,1267.43
5/3/2001,474.359,27.975,49,1248.58
5/4/2001,472.3128,28.19,50.6,1266.61
5/7/2001,471.1036,28.115,49.2,1263.51
5/8/2001,463.1046,27.855,47.75,1261.2
5/9/2001,459.9422,27.69,47.3,1255.54
5/10/2001,461.3374,27.89,47.51,1255.18
5/11/2001,458.175,26.76,46.44,1245.67
5/14/2001,465.988,27.2,47.64,1248.92
5/15/2001,470.1735,27.525,47.39,1249.44
5/16/2001,481.7069,28.275,48.31,1284.99
5/17/2001,471.4756,28.3,48.19,1288.49
5/18/2001,473.0568,28.5,48.16,1291.96
5/21/2001,479.5677,28.245,49.43,1312.83
5/22/2001,488.7758,29.32,50.02,1309.38
5/23/2001,483.7532,29.305,48.92,1289.05
5/24/2001,488.9618,29.995,49.34,1293.17
5/25/2001,482.358,29.355,48.7,1277.89
5/29/2001,479.9397,29.8,49.33,1267.93
5/30/2001,472.3128,29.39,48.62,1248.08
5/31/2001,476.6843,29.625,49.15,1255.82
6/1/2001,481.7999,29.05,48.89,1260.67
6/4/2001,486.2645,29.315,49.5,1267.11
6/5/2001,488.9618,29.975,48.5,1283.57
6/6/2001,482.358,29.845,46.84,1270.03
6/7/2001,478.3585,29.8,45.63,1276.96
6/8/2001,473.8939,29.515,44.2,1264.96
6/11/2001,468.7783,29.37,44.18,1254.39
6/12/2001,468.5923,29.55,43.49,1255.85
6/13/2001,464.0347,29.55,43.9,1241.6
6/14/2001,452.1292,28.85,43.59,1219.87
6/15/2001,458.547,29.01,44.9,1214.36
6/18/2001,463.1046,29.62,44.31,1208.43
6/19/2001,472.0337,29.86,44.52,1212.58
6/20/2001,471.1036,30.07,45.6,1223.14
6/21/2001,498.077,30.69,47.12,1237.04
6/22/2001,496.6818,30.97,45.9,1225.35
6/25/2001,488.7758,30.6,45.82,1218.6
6/26/2001,485.0553,30.2,44.7,1216.76
6/27/2001,480.8698,30.16,44.02,1211.07
6/28/2001,489.2409,29.99,45,1226.2
6/29/2001,491.4731,30.015,44.6,1224.42
7/2/2001,497.4259,30.25,45.8,1236.71
7/3/2001,493.4264,30.245,45.6,1234.45
7/5/2001,486.2645,30.14,45.53,1219.24
7/6/2001,472.4058,29.18,44.51,1190.59
7/9/2001,472.4988,29.46,43.99,1198.78
7/10/2001,456.8728,28.49,42.01,1181.52
7/11/2001,442.7351,28.675,42.05,1180.18
7/12/2001,452.9663,29.715,42.54,1208.14
7/13/2001,454.4545,30.125,42.55,1215.68
7/16/2001,457.1519,30.69,41.2,1202.45
7/17/2001,471.6617,31.85,42.3,1214.44
7/18/2001,470.8246,32.04,43.58,1207.71
7/19/2001,466.453,31.75,43.7,1215.02
7/20/2001,470.2665,31.425,43.4,1210.85
7/23/2001,467.1041,31.175,43.01,1191.03
7/24/2001,455.4777,31.005,42.68,1171.65
7/25/2001,459.0121,31.2,42.9,1190.49
7/26/2001,465.0579,31.555,43.24,1202.93
7/27/2001,465.5229,31.75,44.21,1205.82
7/30/2001,461.7094,31.775,43.81,1204.52
7/31/2001,467.0111,31.81,43.3,1211.23
8/1/2001,471.0106,31.5,43.5,1215.93
8/2/2001,474.8241,31.73,43.5,1220.75
8/3/2001,475.5682,31.725,43.32,1214.35
8/6/2001,468.7783,31.39,42.76,1200.48
8/7/2001,472.4988,31.525,42.77,1204.4
8/8/2001,461.3374,31.405,42.08,1183.53
8/9/2001,459.5702,31.65,41.9,1183.43
8/10/2001,461.7094,31.45,42.25,1190.16
8/13/2001,456.9658,31.645,42.12,1191.29
8/14/2001,453.4314,31.28,42.25,1186.73
8/15/2001,452.0362,31.25,42.15,1178.02
8/16/2001,445.3394,31.69,42.18,1181.66
8/17/2001,433.4339,31.345,41.48,1161.97
8/20/2001,440.8748,31.785,41.09,1171.41
8/21/2001,437.1544,31.755,40.41,1157.26
8/22/2001,437.1544,32.325,41.15,1165.31
8/23/2001,435.2011,32.5,40.72,1162.09
8/24/2001,449.2459,31.62,40.93,1184.93
8/27/2001,446.4555,31.375,41.1,1179.21
8/28/2001,437.6194,30.93,40.49,1161.51
8/29/2001,432.0387,30.025,39.57,1148.6
8/30/2001,423.4817,30.115,39.24,1129.03
8/31/2001,425.5279,30.75,39.4,1133.58
9/4/2001,429.3414,30.955,39.83,1132.94
9/5/2001,423.9467,30.645,38.35,1131.74
9/6/2001,409.716,29.89,36.94,1106.4
9/7/2001,403.8562,29.295,37,1085.78
9/10/2001,394.8341,28.825,37.26,1092.54
9/17/2001,368.3258,27.175,35.25,1038.77
9/18/2001,365.9075,27.535,34.84,1032.74
9/19/2001,357.6295,27.5,34.11,1016.1
9/20/2001,338.1901,26.815,31.56,984.54
9/21/2001,338.1901,25.5,30.82,965.8
9/24/2001,362.7451,26.675,32.58,1003.45
9/25/2001,363.2102,27.55,33.25,1012.27
9/26/2001,365.5355,27.525,32.5,1007.04
9/27/2001,370.8371,28.445,33.12,1018.61
9/28/2001,376.6969,29.2,34.15,1040.94
10/1/2001,388.3233,29.475,34,1038.55
10/2/2001,392.9739,29.74,34.99,1051.33
10/3/2001,404.4143,29.995,34.67,1072.28
10/4/2001,405.7165,29.445,34.16,1069.63
10/5/2001,400.8799,28.07,33.41,1071.38
10/8/2001,394.5551,27.125,32.44,1062.44
10/9/2001,397.1594,26.075,32.9,1056.75
10/10/2001,412.1343,27.4,33.39,1080.99
10/11/2001,425.5279,27.3,33.42,1097.43
10/12/2001,419.1101,26.505,32.89,1091.65
10/15/2001,416.6918,27.775,33.55,1089.98
10/16/2001,428.6903,28.87,33.94,1097.54
10/17/2001,433.0619,28.55,34.6,1077.09
10/18/2001,432.5038,28.5,34.14,1068.61
10/19/2001,426.458,28.515,33.87,1073.48
10/22/2001,437.2474,29.205,35.31,1089.9
10/23/2001,439.3867,29.455,35.76,1084.78
10/24/2001,436.5963,29.975,36.22,1085.2
10/25/2001,447.3857,30.395,37.48,1100.09
10/26/2001,451.8502,30.325,37.55,1104.61
10/29/2001,431.1086,29.585,35.71,1078.3
10/30/2001,423.6677,29.49,35.51,1059.79
10/31/2001,423.3887,29.495,35.36,1059.78
11/1/2001,430.1785,29.975,36.34,1084.1
11/2/2001,436.5033,30.435,36.04,1087.2
11/5/2001,439.6657,30.515,36.36,1102.84
11/6/2001,442.27,31.055,37.54,1118.86
11/7/2001,447.3857,31.375,38.59,1115.8
11/8/2001,452.0362,31.55,38.8,1118.54
11/9/2001,449.2459,31.525,39.05,1120.31
11/12/2001,448.3158,31.51,38.8,1118.33
11/13/2001,464.5928,31.73,39.35,1139.09
11/14/2001,469.2434,31.75,39.65,1141.21
11/15/2001,465.895,31.62,39.55,1142.24
11/16/2001,453.8965,31.27,39.41,1138.65
11/19/2001,464.8718,31.975,40.1,1151.06
11/20/2001,460.8723,31.755,39.4,1142.66
11/21/2001,454.8266,31.79,38.84,1137.03
11/23/2001,464.4998,32.495,39.39,1150.34
11/26/2001,472.5918,32.485,39.49,1157.42
11/27/2001,470.1735,31.74,39.8,1149.5
11/28/2001,444.5953,30.855,37.5,1128.52
11/29/2001,449.804,31.8,38.06,1140.2
11/30/2001,445.5254,30.69,37.72,1139.45
12/3/2001,436.3173,30.715,36.55,1129.9
12/4/2001,444.8743,31.17,37.22,1144.8
12/5/2001,455.7567,31.05,39.02,1170.35
12/6/2001,461.3374,31.5,40.38,1167.1
12/7/2001,457.7099,31.59,39.77,1158.31
12/10/2001,445.6184,30.86,38.68,1139.93
12/11/2001,452.1292,31.225,38.5,1136.76
12/12/2001,447.8507,31.44,38.37,1137.07
12/13/2001,441.3399,30.82,37.09,1119.38
12/14/2001,434.271,30.71,36.04,1123.09
12/17/2001,440.5958,31.625,36.7,1134.36
12/18/2001,447.3857,31.54,37.19,1142.92
12/19/2001,465.0579,31.755,38,1149.56
12/20/2001,462.3605,31.55,36.52,1139.93
12/21/2001,466.453,30.8,35.75,1144.89
12/24/2001,464.7788,30.9,36.04,1144.65
12/26/2001,467.1041,31.18,36.31,1149.37
12/27/2001,472.3128,31.475,36.32,1157.13
12/28/2001,476.1262,31.765,36.55,1161.02
12/31/2001,469.5224,31.475,36.35,1148.08
1/2/2002,474.452,31.48,36.35,1154.67
1/3/2002,474.8241,31.445,37.32,1165.27
1/4/2002,483.6602,31.935,39,1172.51
1/7/2002,478.3585,31.555,38.9,1164.89
1/8/2002,460.4073,31.035,38.6,1160.71
1/9/2002,463.1046,30.975,38.71,1155.14
1/10/2002,463.6627,31,39.14,1156.55
1/11/2002,456.4078,30.45,37.95,1145.6
1/14/2002,454.6406,30.35,37.31,1138.41
1/15/2002,462.4535,30.725,37.87,1146.19
1/16/2002,454.4545,30.4,36.51,1127.57
1/17/2002,464.1277,30.56,36.85,1138.88
1/18/2002,464.6858,30.4,35.91,1127.58
1/22/2002,457.6169,31.335,35.76,1119.31
1/23/2002,460.4073,31.43,35.75,1128.18
1/24/2002,464.1277,32,35.9,1132.15
1/25/2002,461.5234,31.675,34.99,1133.28
1/28/2002,458.6401,31.82,34.31,1133.06
1/29/2002,434.457,29.6,32.05,1100.64
1/30/2002,441.805,30.83,33.06,1113.57
1/31/2002,440.8748,31.515,34.05,1130.2
2/1/2002,432.4108,30.68,32.16,1122.2
2/4/2002,412.0413,29.7,30.56,1094.44
2/5/2002,416.6918,29.45,29.02,1090.02
2/6/2002,409.2509,29.425,29.44,1083.51
2/7/2002,410.5531,29.475,30.07,1080.17
2/8/2002,423.1096,30.3,31.12,1096.22
2/11/2002,426.272,30.625,31.84,1111.94
2/12/2002,419.9472,30.53,31.49,1107.5
2/13/2002,421.8075,31.06,30.25,1118.51
2/14/2002,423.6677,31.03,30.21,1116.48
2/15/2002,410.4601,30.4,30.05,1104.18
2/19/2002,392.6948,29.775,29.03,1083.34
2/20/2002,404.7864,30.59,29.41,1097.98
2/21/2002,398.0895,30.555,29.14,1080.95
2/22/2002,394.3691,30.66,28.19,1089.84
2/25/2002,407.2977,31.625,29,1109.43
2/26/2002,407.3907,31.82,28.96,1109.38
2/27/2002,411.4832,31.78,28.96,1109.89
2/28/2002,420.8774,31.975,29.25,1106.73
3/1/2002,425.993,32.4,29.6,1131.78
3/4/2002,442.8281,33.2,32.53,1153.84
3/5/2002,443.6652,32.525,32.51,1146.14
3/6/2002,452.9663,33.35,34.05,1162.77
3/7/2002,453.1524,33.49,34.05,1157.54
3/8/2002,454.5475,33.915,34.74,1164.31
3/11/2002,454.8266,33.875,36.3,1168.26
3/12/2002,458.8261,34,36.25,1165.58
3/13/2002,450.083,33.825,35.37,1154.09
3/14/2002,453.9895,33.5,35.11,1153.04
3/15/2002,462.1745,34.59,36.01,1166.16
3/18/2002,460.8723,34.405,35.34,1165.55
3/19/2002,464.1277,34.43,36.09,1170.29
3/20/2002,458.082,33.92,35.19,1151.85
3/21/2002,461.3374,34,34.79,1153.59
3/22/2002,463.5697,34.325,35.2,1148.7
3/25/2002,452.5013,34.075,34.98,1131.87
3/26/2002,457.1519,34.56,35.15,1138.49
3/27/2002,465.0579,34.4,35.5,1144.58
3/28/2002,460.5933,34.01,35.65,1147.39
4/1/2002,459.9422,34.075,35.61,1146.54
4/2/2002,459.9422,34.375,35.31,1136.76
4/3/2002,453.6174,34.13,35.01,1125.4
4/4/2002,452.5013,34.35,34.44,1126.34
4/5/2002,452.6873,34.46,34.86,1122.73
4/8/2002,452.0362,34.74,34.98,1125.29
4/9/2002,454.2685,34.85,35.19,1117.8
4/10/2002,452.3153,34.97,35.04,1130.46
4/11/2002,434.9221,34.375,33.46,1103.69
4/12/2002,438.0845,35.025,34.28,1111.01
4/15/2002,427.1091,34.6,34.4,1102.55
4/16/2002,447.4787,35.36,35.38,1128.37
4/17/2002,442.9211,35.4,37.27,1126.07
4/18/2002,437.6194,35.31,37.26,1124.47
4/19/2002,432.7828,35.81,37.76,1125.17
4/22/2002,422.7376,35.53,36.6,1107.83
4/23/2002,423.2026,36,36.2,1100.96
4/24/2002,415.7617,35.75,35.89,1093.14
4/25/2002,410.6461,35.42,35.03,1091.48
4/26/2002,400.4148,35.89,34.99,1076.32
4/29/2002,398.8336,35.635,34.34,1065.45
4/30/2002,402.7401,36.24,35.1,1076.92
5/1/2002,408.8789,36.12,35.5,1086.46
5/2/2002,418.087,36.775,36.25,1084.56
5/3/2002,411.9482,36.84,35.68,1073.43
5/6/2002,394.6481,36.235,34.4,1052.67
5/7/2002,391.6717,36.48,34.63,1049.49
5/8/2002,416.4128,37,36.91,1088.85
5/9/2002,412.3203,37.21,35.77,1073.01
5/10/2002,402.7401,36.925,35.08,1054.99
5/13/2002,411.4832,37.5,36.34,1074.56
5/14/2002,422.2725,37.94,37.59,1097.28
5/15/2002,425.6209,37.96,36.96,1091.07
5/16/2002,431.1086,38.105,37.83,1098.23
5/17/2002,435.1081,38.45,38.1,1106.59
5/20/2002,426.458,37.9,37.46,1091.88
5/21/2002,420.9704,37.495,37.52,1079.88
5/22/2002,418.5521,37.715,37.56,1086.02
5/23/2002,421.7145,38.325,38.37,1097.08
5/24/2002,416.8779,38.07,37.8,1083.82
5/28/2002,409.0649,37.855,37.2,1074.55
5/29/2002,404.6003,38.135,36.97,1067.66
5/30/2002,403.1121,37.96,36.01,1064.66
5/31/2002,401.624,37.905,35.95,1067.14
6/3/2002,394.3691,37.225,34.66,1040.68
6/4/2002,390.5556,37.2,34.65,1040.69
6/5/2002,393.811,36.605,34.7,1049.9
6/6/2002,390.6486,34.875,33.69,1029.15
6/7/2002,381.3474,35.485,33.69,1027.53
6/10/2002,387.8582,35.565,33.88,1030.74
6/11/2002,378.6501,35.355,32.93,1013.6
6/12/2002,383.2077,35.575,33.17,1020.26
6/13/2002,373.7205,34.8,32.66,1009.56
6/14/2002,373.9065,35.55,33,1007.27
6/17/2002,398.3686,36.68,35.48,1036.17
6/18/2002,400.6008,37,35.02,1037.14
6/19/2002,391.2067,36.875,34.61,1019.99
6/20/2002,376.6038,36.05,33.38,1006.29
6/21/2002,370.186,35.13,32.99,989.14
6/24/2002,368.2328,35.18,33.18,992.72
6/25/2002,363.8613,35.015,32.93,976.14
6/26/2002,344.1428,33.725,31.49,973.53
6/27/2002,364.2333,34.3,32.72,990.64
6/28/2002,360.4198,35.18,33.92,989.81
7/1/2002,358.0015,34.625,31.36,968.65
7/2/2002,348.2353,34.745,31.23,948.09
7/3/2002,344.2358,34.4,30.95,953.99
7/5/2002,367.8608,35.41,32.59,989.03
7/8/2002,357.8155,35.97,32.28,976.98
7/9/2002,349.4445,35.12,31.27,952.83
7/10/2002,339.9573,34.05,30.15,920.47
7/11/2002,343.2127,34.575,30.57,927.37
7/12/2002,338.0971,34.305,30.22,921.39
7/15/2002,343.5847,33.895,30.08,917.93
7/16/2002,336.7019,33.15,28.5,901.05
7/17/2002,343.4917,32.5,28.14,906.04
7/18/2002,343.2127,31.305,27.2,881.56
7/19/2002,334.8417,30.76,26.1,847.76
7/22/2002,298.0091,30.135,24.52,819.85
7/23/2002,251.1312,28.95,20.08,797.7
7/24/2002,275.2212,29.5,23.3,843.42
7/25/2002,275.7793,29.975,22.35,838.68
7/26/2002,285.9176,30.825,22.25,852.84
7/29/2002,309.8215,32.15,25.1,898.96
7/30/2002,315.7743,32.14,24.89,902.78
7/31/2002,311.9608,33.25,24.96,911.62
8/1/2002,300.4274,32.4,25.02,884.66
8/2/2002,287.2197,31.755,23.85,864.24
8/5/2002,266.4781,31.03,22.35,834.6
8/6/2002,282.7552,31.865,23.65,859.57
8/7/2002,293.1725,32.625,24.04,876.77
8/8/2002,315.3092,34.195,26.37,905.46
8/9/2002,319.1227,34.405,26.35,908.64
8/12/2002,316.9834,34.225,25.46,903.8
8/13/2002,307.8683,33.68,24.4,884.21
8/14/2002,327.7728,34.5,25.14,919.62
8/15/2002,333.0744,34.7,24.79,930.25
8/16/2002,324.6104,34.355,24.86,928.77
8/19/2002,338.0971,35.05,27.21,950.72
8/20/2002,332.8884,34.505,26.54,937.43
8/21/2002,343.5,34.77,26.88,949.36
8/22/2002,351.8,35.175,26.69,962.7
8/23/2002,340,34.7,25.75,940.86
8/26/2002,344,35.5,26.49,947.95
8/27/2002,342,35.7,26.74,934.82
8/28/2002,331.5,35.005,26.28,917.87
8/29/2002,328.2,35.18,26.6,917.8
8/30/2002,327.5,35.04,26.4,916.07
9/3/2002,293.9,33.565,24.75,878.02
9/4/2002,303,33.685,25.39,893.4
9/5/2002,293,33.66,24.1,879.15
9/6/2002,302.8,34.645,23.91,893.92
9/9/2002,310.7,34.625,23.59,902.96
9/10/2002,308.7,34.265,23.15,909.58
9/11/2002,301.4,34.37,22.98,909.45
9/12/2002,291.5,33.665,22.01,886.91
9/13/2002,294,34.15,22.04,889.81
9/16/2002,298.8,34.49,21.71,891.1
9/17/2002,298.2,34.025,21.55,873.52
9/18/2002,291.1,33.15,20.44,869.46
9/19/2002,276.5,31.68,19.87,843.32
9/20/2002,268.3,31.55,20.18,845.39
9/23/2002,275.7,31.925,19.25,833.7
9/24/2002,272,31,18.64,819.29
9/25/2002,280.8,31.75,18.89,839.66
9/26/2002,295.1,32.96,19.27,854.95
9/27/2002,290.2,32.04,18.34,827.37
9/30/2002,296.5,31.9,18.99,815.28
10/1/2002,310,33.075,19.74,847.91
10/2/2002,296,32.095,18.25,827.91
10/3/2002,285.1,29.9,17.62,818.95
