-.16    -.07     .08   -.05    -.05    -.02   -.06    -.11    -.06    -.09    -.17   -.07
-.28    -.33     .03    .09     .15     .03    .11     .20     .24     .20     .09    .28
 .21     .24    -.06    .07     .15     .02    .08     .11     .16     .10    -.10    .09
 .19     .16     .11    .33     .19     .22    .12     .12     .18     .15     .17    .21
-.16    -.07    -.09    .01    -.07    -.04   -.15    -.03     .03     .08     .25    .02
 .25     .04    -.29   -.10    -.12    -.13   -.18    -.04    -.09    -.03    -.22   -.23
-.12    -.23    -.21   -.19    -.27    -.13   -.18    -.26    -.23    -.16    -.14   -.15
-.10     .03    -.08    .00     .08     .16    .06     .14     .11     .06     .13    .26
 .43     .28     .27    .12     .17     .09    .11     .08     .08     .18     .10    .13
 .25     .10     .29    .15     .00     .16    .13     .07     .14    -.02     .07    .10
 .18     .30    -.21   -.13    -.06     .13    .02     .11     .15     .06     .06    .25
 .21     .24     .15    .11     .09     .11    .03     .03     .02     .08     .10    .01
 .16     .15     .23    .14     .00    -.04    .00     .01     .02     .02     .14    .10
-.01     .36    -.11   -.03    -.03    -.04    .07     .00     .02     .22     .14    .00
-.14    -.18    -.22   -.25    -.22    -.29   -.22    -.28    -.25    -.34    -.32   -.35
-.11    -.28    -.20   -.33    -.19    -.11   -.15    -.13    -.12    -.07    -.03   -.15
-.13    -.04    -.04   -.12    -.05     .05    .06     .04    -.04    -.24    -.11   -.08
-.24    -.27    -.02    .07     .18    -.11   -.05    -.05    -.05     .25     .00   -.02
-.18    -.19     .12   -.19    -.17    -.19   -.08    -.02    -.11    -.08    -.21   -.13
-.21    -.21     .00    .06     .16    -.01    .15     .06    -.02    -.01     .20    .28
 .08     .28     .06    .09    -.01     .19    .03    -.03    -.06    -.10     .04   -.19
-.18    -.21    -.19   -.20    -.19    -.24   -.12    -.10    -.02    -.07    -.07   -.21
-.42    -.37    -.10   -.06    -.06     .00    .07    -.05     .00     .01     .01    .18
 .28     .38     .39    .30     .29     .21    .12     .12     .03     .06     .07    .09
-.03    -.17     .05   -.05    -.08    -.11    .02    -.03    -.16    -.18    -.17   -.18
 .00     .13     .16    .10     .06     .02    .01    -.08    -.03    -.19    -.19   -.21
 .01    -.18    -.35   -.15    -.14    -.17   -.07    -.13    -.12    -.31    -.17   -.10
 .00     .11     .22    .24     .21     .29    .15     .13     .15     .11     .37    .19
 .16     .17     .27    .12     .08    -.02    .18    -.03     .03    -.02     .14    .09
 .25     .03     .21    .04     .09     .29    .27     .17     .22     .19     .31    .50
 .30     .41     .33    .36     .47     .32    .22     .14     .15     .21     .10    .22
 .52     .50     .50    .52     .31     .26    .22     .30     .33     .23     .26    .53
 .13     .27     .11    .18     .15     .08    .14     .17     .15     .03     .05    .19
 .40     .40     .37    .28     .33     .32    .37     .40     .27     .25     .47    .31
 .13     .04     .18    .07     .25     .14    .06     .03     .03     .16     .05   -.21
 .10    -.04     .13    .06     .13     .12    .06     .09     .03    -.02     .08    .12
 .42     .26     .17    .35     .25     .23    .06     .18     .08     .07     .14    .26
 .31     .46     .24    .30     .30     .38    .56     .36     .46     .22     .38    .57
 .59     .48     .53    .44     .52     .40    .37     .36     .34     .32     .12    .35
 .12     .51     .33    .34     .28     .24    .32     .33     .28     .22     .24    .35
 .40     .45     .91    .64     .58     .55    .39     .42     .34     .58     .55    .44
 .50     .44     .45    .61     .57     .45    .48     .37     .43     .32     .27    .19
 .38     .28     .38    .19     .20     .24    .02     .03    -.03    -.00     .02    .23
 .33     .38     .35    .38     .42     .33    .34     .32     .16     .27     .11    .16
 .36     .14     .28    .44     .40     .46    .37     .41     .32     .47     .42    .39
 .69     .88     .43    .62     .26     .48    .44     .52     .55     .54     .54    .34
 .41     .59     .34    .24     .45     .28    .30     .29     .17     .25     .38    .35
 .47     .40     .56    .43     .28     .36    .46     .44     .51     .53     .49    .47
 .62     .90     .83    .89     .81     .80    .81     .69     .58     .59     .57    .66
 .60     .89     .44    .50     .48     .43    .51     .45     .59     .43     .47    .62
 .33     .70     .49    .59     .43     .42    .35     .43     .35     .40     .24    .33
 .56     .53     .64    .52     .46     .50    .48     .65     .55     .55     .71    .72
 .71     .81     .98    .63     .63     .57    .67     .54     .62     .59     .64    .55
      
